district,week,week_of_year,year,month,cholera_cases,typhoid_cases,add_cases,total_wb_cases,latitude,longitude
Sindhudurg,06-09-2021,36,2021,9,2,1,38,43,16.35,73.967
Sindhudurg,13-09-2021,37,2021,9,0,0,36,38,16.35,73.967
Sindhudurg,20-09-2021,38,2021,9,1,2,24,28,16.35,73.967
Sindhudurg,27-09-2021,39,2021,9,3,1,30,36,16.35,73.967
Sindhudurg,04-10-2021,40,2021,10,0,1,12,13,16.35,73.967
Sindhudurg,11-10-2021,41,2021,10,1,1,15,17,16.35,73.967
Sindhudurg,18-10-2021,42,2021,10,0,2,7,12,16.35,73.967
Sindhudurg,25-10-2021,43,2021,10,0,1,12,15,16.35,73.967
Sindhudurg,01-11-2021,44,2021,11,0,2,14,17,16.35,73.967
Sindhudurg,08-11-2021,45,2021,11,1,0,14,16,16.35,73.967
Sindhudurg,15-11-2021,46,2021,11,1,2,11,15,16.35,73.967
Sindhudurg,22-11-2021,47,2021,11,0,0,10,11,16.35,73.967
Sindhudurg,29-11-2021,48,2021,11,0,3,11,15,16.35,73.967
Sindhudurg,06-12-2021,49,2021,12,1,0,2,3,16.35,73.967
Sindhudurg,13-12-2021,50,2021,12,0,0,4,4,16.35,73.967
Sindhudurg,20-12-2021,51,2021,12,0,1,12,13,16.35,73.967
Sindhudurg,27-12-2021,52,2021,12,1,1,13,16,16.35,73.967
Sindhudurg,03-01-2022,1,2022,1,0,1,8,11,16.35,73.967
Sindhudurg,10-01-2022,2,2022,1,0,1,8,11,16.35,73.967
Sindhudurg,17-01-2022,3,2022,1,0,1,8,9,16.35,73.967
Sindhudurg,24-01-2022,4,2022,1,0,0,7,7,16.35,73.967
Sindhudurg,31-01-2022,5,2022,1,1,3,9,14,16.35,73.967
Sindhudurg,07-02-2022,6,2022,2,0,0,7,7,16.35,73.967
Sindhudurg,14-02-2022,7,2022,2,0,1,11,13,16.35,73.967
Sindhudurg,21-02-2022,8,2022,2,0,0,8,8,16.35,73.967
Sindhudurg,28-02-2022,9,2022,2,1,0,4,8,16.35,73.967
Sindhudurg,07-03-2022,10,2022,3,0,1,9,10,16.35,73.967
Sindhudurg,14-03-2022,11,2022,3,0,0,10,10,16.35,73.967
Sindhudurg,21-03-2022,12,2022,3,0,1,7,8,16.35,73.967
Sindhudurg,28-03-2022,13,2022,3,2,2,9,14,16.35,73.967
Sindhudurg,04-04-2022,14,2022,4,0,1,17,18,16.35,73.967
Sindhudurg,11-04-2022,15,2022,4,0,0,15,15,16.35,73.967
Sindhudurg,18-04-2022,16,2022,4,0,0,19,19,16.35,73.967
Sindhudurg,25-04-2022,17,2022,4,1,0,9,11,16.35,73.967
Sindhudurg,02-05-2022,18,2022,5,0,2,17,19,16.35,73.967
Sindhudurg,09-05-2022,19,2022,5,1,0,14,15,16.35,73.967
Sindhudurg,16-05-2022,20,2022,5,2,2,16,22,16.35,73.967
Sindhudurg,23-05-2022,21,2022,5,1,1,12,15,16.35,73.967
Sindhudurg,30-05-2022,22,2022,5,1,0,17,20,16.35,73.967
Sindhudurg,06-06-2022,23,2022,6,0,2,21,24,16.35,73.967
Sindhudurg,13-06-2022,24,2022,6,1,4,26,33,16.35,73.967
Sindhudurg,20-06-2022,25,2022,6,1,3,26,31,16.35,73.967
Sindhudurg,27-06-2022,26,2022,6,3,2,29,34,16.35,73.967
Sindhudurg,04-07-2022,27,2022,7,1,1,32,34,16.35,73.967
Sindhudurg,11-07-2022,28,2022,7,1,2,27,30,16.35,73.967
Sindhudurg,18-07-2022,29,2022,7,0,1,28,30,16.35,73.967
Sindhudurg,25-07-2022,30,2022,7,0,2,33,36,16.35,73.967
Sindhudurg,01-08-2022,31,2022,8,1,2,28,33,16.35,73.967
Sindhudurg,08-08-2022,32,2022,8,0,1,22,27,16.35,73.967
Sindhudurg,15-08-2022,33,2022,8,1,2,18,23,16.35,73.967
Sindhudurg,22-08-2022,34,2022,8,1,7,28,37,16.35,73.967
Sindhudurg,29-08-2022,35,2022,8,1,4,35,43,16.35,73.967
Sindhudurg,05-09-2022,36,2022,9,0,1,28,33,16.35,73.967
Sindhudurg,12-09-2022,37,2022,9,1,0,30,34,16.35,73.967
Sindhudurg,19-09-2022,38,2022,9,1,1,34,37,16.35,73.967
Sindhudurg,26-09-2022,39,2022,9,1,4,20,26,16.35,73.967
Sindhudurg,03-10-2022,40,2022,10,1,1,17,20,16.35,73.967
Sindhudurg,10-10-2022,41,2022,10,0,1,12,14,16.35,73.967
Sindhudurg,17-10-2022,42,2022,10,0,1,5,7,16.35,73.967
Sindhudurg,24-10-2022,43,2022,10,0,1,13,14,16.35,73.967
Sindhudurg,31-10-2022,44,2022,10,0,2,10,13,16.35,73.967
Sindhudurg,07-11-2022,45,2022,11,0,1,3,4,16.35,73.967
Sindhudurg,14-11-2022,46,2022,11,0,2,11,13,16.35,73.967
Sindhudurg,21-11-2022,47,2022,11,0,2,12,14,16.35,73.967
Sindhudurg,28-11-2022,48,2022,11,1,1,7,10,16.35,73.967
Sindhudurg,05-12-2022,49,2022,12,0,0,5,5,16.35,73.967
Sindhudurg,12-12-2022,50,2022,12,0,0,7,7,16.35,73.967
Sindhudurg,19-12-2022,51,2022,12,0,1,5,7,16.35,73.967
Sindhudurg,26-12-2022,52,2022,12,1,0,10,13,16.35,73.967
Sindhudurg,02-01-2023,1,2023,1,0,0,12,12,16.35,73.967
Sindhudurg,09-01-2023,2,2023,1,0,2,9,12,16.35,73.967
Sindhudurg,16-01-2023,3,2023,1,0,2,6,10,16.35,73.967
Sindhudurg,23-01-2023,4,2023,1,0,0,9,9,16.35,73.967
Sindhudurg,30-01-2023,5,2023,1,0,1,7,9,16.35,73.967
Sindhudurg,06-02-2023,6,2023,2,0,0,3,3,16.35,73.967
Sindhudurg,13-02-2023,7,2023,2,1,2,7,13,16.35,73.967
Sindhudurg,20-02-2023,8,2023,2,0,0,11,11,16.35,73.967
Sindhudurg,27-02-2023,9,2023,2,0,0,8,9,16.35,73.967
Sindhudurg,06-03-2023,10,2023,3,0,1,8,9,16.35,73.967
Sindhudurg,13-03-2023,11,2023,3,1,3,7,11,16.35,73.967
Sindhudurg,20-03-2023,12,2023,3,0,2,10,12,16.35,73.967
Sindhudurg,27-03-2023,13,2023,3,0,1,6,7,16.35,73.967
Sindhudurg,03-04-2023,14,2023,4,2,0,13,16,16.35,73.967
Sindhudurg,10-04-2023,15,2023,4,0,3,20,23,16.35,73.967
Sindhudurg,17-04-2023,16,2023,4,0,2,27,30,16.35,73.967
Sindhudurg,24-04-2023,17,2023,4,0,2,15,17,16.35,73.967
Sindhudurg,01-05-2023,18,2023,5,0,2,14,17,16.35,73.967
Sindhudurg,08-05-2023,19,2023,5,0,2,17,21,16.35,73.967
Sindhudurg,15-05-2023,20,2023,5,0,1,13,14,16.35,73.967
Sindhudurg,22-05-2023,21,2023,5,1,2,18,22,16.35,73.967
Sindhudurg,29-05-2023,22,2023,5,0,2,17,19,16.35,73.967
Sindhudurg,05-06-2023,23,2023,6,1,1,33,36,16.35,73.967
Sindhudurg,12-06-2023,24,2023,6,0,2,25,29,16.35,73.967
Sindhudurg,19-06-2023,25,2023,6,0,1,32,35,16.35,73.967
Sindhudurg,26-06-2023,26,2023,6,2,2,35,41,16.35,73.967
Sindhudurg,03-07-2023,27,2023,7,0,3,28,31,16.35,73.967
Sindhudurg,10-07-2023,28,2023,7,2,2,30,36,16.35,73.967
Sindhudurg,17-07-2023,29,2023,7,0,0,27,29,16.35,73.967
Sindhudurg,24-07-2023,30,2023,7,0,1,28,29,16.35,73.967
Sindhudurg,31-07-2023,31,2023,7,0,0,43,44,16.35,73.967
Sindhudurg,07-08-2023,32,2023,8,0,3,33,36,16.35,73.967
Sindhudurg,14-08-2023,33,2023,8,1,2,19,22,16.35,73.967
Sindhudurg,21-08-2023,34,2023,8,0,1,39,41,16.35,73.967
Sindhudurg,28-08-2023,35,2023,8,0,1,17,18,16.35,73.967
Sindhudurg,04-09-2023,36,2023,9,3,1,23,28,16.35,73.967
Sindhudurg,11-09-2023,37,2023,9,0,2,26,30,16.35,73.967
Sindhudurg,18-09-2023,38,2023,9,0,1,39,41,16.35,73.967
Sindhudurg,25-09-2023,39,2023,9,2,2,32,37,16.35,73.967
Sindhudurg,02-10-2023,40,2023,10,0,0,12,13,16.35,73.967
Sindhudurg,09-10-2023,41,2023,10,0,0,12,12,16.35,73.967
Sindhudurg,16-10-2023,42,2023,10,0,1,9,10,16.35,73.967
Sindhudurg,23-10-2023,43,2023,10,0,0,9,9,16.35,73.967
Sindhudurg,30-10-2023,44,2023,10,1,0,12,13,16.35,73.967
Sindhudurg,06-11-2023,45,2023,11,1,2,8,13,16.35,73.967
Sindhudurg,13-11-2023,46,2023,11,0,0,8,8,16.35,73.967
Sindhudurg,20-11-2023,47,2023,11,0,2,11,13,16.35,73.967
Sindhudurg,27-11-2023,48,2023,11,1,1,13,15,16.35,73.967
Sindhudurg,04-12-2023,49,2023,12,1,1,9,12,16.35,73.967
Sindhudurg,11-12-2023,50,2023,12,0,2,9,11,16.35,73.967
Sindhudurg,18-12-2023,51,2023,12,0,0,4,7,16.35,73.967
Sindhudurg,25-12-2023,52,2023,12,0,0,10,10,16.35,73.967
Nashik,07-01-2019,2,2019,1,0,6,69,80,20.011,73.79
Nashik,14-01-2019,3,2019,1,2,14,75,103,20.011,73.79
Nashik,21-01-2019,4,2019,1,0,13,68,90,20.011,73.79
Nashik,28-01-2019,5,2019,1,1,15,65,86,20.011,73.79
Nashik,04-02-2019,6,2019,2,0,9,67,83,20.011,73.79
Nashik,11-02-2019,7,2019,2,0,10,67,87,20.011,73.79
Nashik,18-02-2019,8,2019,2,1,11,86,105,20.011,73.79
Nashik,25-02-2019,9,2019,2,1,8,76,90,20.011,73.79
Nashik,04-03-2019,10,2019,3,0,12,63,82,20.011,73.79
Nashik,11-03-2019,11,2019,3,0,11,72,96,20.011,73.79
Nashik,18-03-2019,12,2019,3,1,8,72,89,20.011,73.79
Nashik,25-03-2019,13,2019,3,0,14,74,96,20.011,73.79
Nashik,01-04-2019,14,2019,4,3,19,144,176,20.011,73.79
Nashik,08-04-2019,15,2019,4,2,23,150,180,20.011,73.79
Nashik,15-04-2019,16,2019,4,0,16,118,142,20.011,73.79
Nashik,22-04-2019,17,2019,4,0,22,139,171,20.011,73.79
Nashik,29-04-2019,18,2019,4,1,23,132,162,20.011,73.79
Nashik,06-05-2019,19,2019,5,1,16,119,142,20.011,73.79
Nashik,13-05-2019,20,2019,5,2,17,140,171,20.011,73.79
Nashik,20-05-2019,21,2019,5,1,26,127,161,20.011,73.79
Nashik,27-05-2019,22,2019,5,0,20,137,163,20.011,73.79
Nashik,03-06-2019,23,2019,6,3,21,227,260,20.011,73.79
Nashik,10-06-2019,24,2019,6,5,15,233,262,20.011,73.79
Nashik,17-06-2019,25,2019,6,0,16,271,295,20.011,73.79
Nashik,24-06-2019,26,2019,6,4,23,247,283,20.011,73.79
Nashik,01-07-2019,27,2019,7,1,15,225,247,20.011,73.79
Nashik,08-07-2019,28,2019,7,2,19,252,280,20.011,73.79
Nashik,15-07-2019,29,2019,7,3,16,231,256,20.011,73.79
Nashik,22-07-2019,30,2019,7,3,15,269,296,20.011,73.79
Nashik,29-07-2019,31,2019,7,4,20,253,285,20.011,73.79
Nashik,05-08-2019,32,2019,8,3,19,258,288,20.011,73.79
Nashik,12-08-2019,33,2019,8,3,20,250,283,20.011,73.79
Nashik,19-08-2019,34,2019,8,5,11,226,255,20.011,73.79
Nashik,26-08-2019,35,2019,8,2,20,242,274,20.011,73.79
Nashik,02-09-2019,36,2019,9,2,14,251,279,20.011,73.79
Nashik,09-09-2019,37,2019,9,3,17,236,269,20.011,73.79
Nashik,16-09-2019,38,2019,9,2,15,221,253,20.011,73.79
Nashik,23-09-2019,39,2019,9,3,17,273,301,20.011,73.79
Nashik,30-09-2019,40,2019,9,4,17,259,290,20.011,73.79
Nashik,07-10-2019,41,2019,10,3,10,116,136,20.011,73.79
Nashik,14-10-2019,42,2019,10,0,13,96,110,20.011,73.79
Nashik,21-10-2019,43,2019,10,1,15,99,122,20.011,73.79
Nashik,28-10-2019,44,2019,10,0,21,92,121,20.011,73.79
Nashik,04-11-2019,45,2019,11,1,9,87,103,20.011,73.79
Nashik,11-11-2019,46,2019,11,0,12,121,138,20.011,73.79
Nashik,18-11-2019,47,2019,11,3,7,89,107,20.011,73.79
Nashik,25-11-2019,48,2019,11,2,10,120,140,20.011,73.79
Nashik,02-12-2019,49,2019,12,0,12,72,86,20.011,73.79
Nashik,09-12-2019,50,2019,12,1,13,68,89,20.011,73.79
Nashik,16-12-2019,51,2019,12,2,12,74,96,20.011,73.79
Nashik,23-12-2019,52,2019,12,3,7,66,83,20.011,73.79
Nashik,30-12-2019,1,2019,12,1,6,80,97,20.011,73.79
Nashik,06-01-2020,2,2020,1,1,10,60,81,20.011,73.79
Nashik,13-01-2020,3,2020,1,1,6,72,87,20.011,73.79
Nashik,20-01-2020,4,2020,1,2,10,95,114,20.011,73.79
Nashik,27-01-2020,5,2020,1,0,20,71,98,20.011,73.79
Nashik,03-02-2020,6,2020,2,0,8,67,81,20.011,73.79
Nashik,10-02-2020,7,2020,2,1,8,61,80,20.011,73.79
Nashik,17-02-2020,8,2020,2,0,7,65,79,20.011,73.79
Nashik,24-02-2020,9,2020,2,0,8,65,81,20.011,73.79
Nashik,02-03-2020,10,2020,3,1,8,72,90,20.011,73.79
Nashik,09-03-2020,11,2020,3,2,8,66,80,20.011,73.79
Nashik,16-03-2020,12,2020,3,0,16,63,92,20.011,73.79
Nashik,23-03-2020,13,2020,3,2,4,69,85,20.011,73.79
Nashik,30-03-2020,14,2020,3,3,13,69,93,20.011,73.79
Nashik,06-04-2020,15,2020,4,2,21,100,128,20.011,73.79
Nashik,13-04-2020,16,2020,4,4,17,129,158,20.011,73.79
Nashik,20-04-2020,17,2020,4,0,18,128,158,20.011,73.79
Nashik,27-04-2020,18,2020,4,2,27,137,176,20.011,73.79
Nashik,04-05-2020,19,2020,5,1,24,128,161,20.011,73.79
Nashik,11-05-2020,20,2020,5,2,21,119,152,20.011,73.79
Nashik,18-05-2020,21,2020,5,0,20,129,154,20.011,73.79
Nashik,25-05-2020,22,2020,5,2,22,130,160,20.011,73.79
Nashik,01-06-2020,23,2020,6,2,16,238,261,20.011,73.79
Nashik,08-06-2020,24,2020,6,4,14,260,301,20.011,73.79
Nashik,15-06-2020,25,2020,6,3,12,254,277,20.011,73.79
Nashik,22-06-2020,26,2020,6,2,20,254,284,20.011,73.79
Nashik,29-06-2020,27,2020,6,2,14,258,289,20.011,73.79
Nashik,06-07-2020,28,2020,7,3,20,251,282,20.011,73.79
Nashik,13-07-2020,29,2020,7,2,13,255,278,20.011,73.79
Nashik,20-07-2020,30,2020,7,0,15,244,269,20.011,73.79
Nashik,27-07-2020,31,2020,7,2,17,288,317,20.011,73.79
Nashik,03-08-2020,32,2020,8,2,27,230,271,20.011,73.79
Nashik,10-08-2020,33,2020,8,4,16,231,257,20.011,73.79
Nashik,17-08-2020,34,2020,8,4,14,220,261,20.011,73.79
Nashik,24-08-2020,35,2020,8,3,23,264,306,20.011,73.79
Nashik,31-08-2020,36,2020,8,5,17,275,308,20.011,73.79
Nashik,07-09-2020,37,2020,9,3,12,251,270,20.011,73.79
Nashik,14-09-2020,38,2020,9,3,19,245,275,20.011,73.79
Nashik,21-09-2020,39,2020,9,2,20,214,251,20.011,73.79
Nashik,28-09-2020,40,2020,9,2,15,245,268,20.011,73.79
Nashik,05-10-2020,41,2020,10,1,20,87,115,20.011,73.79
Nashik,12-10-2020,42,2020,10,2,10,71,90,20.011,73.79
Nashik,19-10-2020,43,2020,10,0,9,108,120,20.011,73.79
Nashik,26-10-2020,44,2020,10,1,14,102,120,20.011,73.79
Nashik,02-11-2020,45,2020,11,2,13,79,99,20.011,73.79
Nashik,09-11-2020,46,2020,11,1,10,94,114,20.011,73.79
Nashik,16-11-2020,47,2020,11,1,10,103,123,20.011,73.79
Nashik,23-11-2020,48,2020,11,1,14,89,109,20.011,73.79
Nashik,30-11-2020,49,2020,11,0,7,103,118,20.011,73.79
Nashik,07-12-2020,50,2020,12,2,12,92,109,20.011,73.79
Nashik,14-12-2020,51,2020,12,2,13,68,93,20.011,73.79
Nashik,21-12-2020,52,2020,12,1,18,66,90,20.011,73.79
Nashik,28-12-2020,53,2020,12,1,12,69,89,20.011,73.79
Nashik,04-01-2021,1,2021,1,0,9,71,83,20.011,73.79
Nashik,11-01-2021,2,2021,1,0,18,86,111,20.011,73.79
Nashik,18-01-2021,3,2021,1,0,3,69,80,20.011,73.79
Nashik,25-01-2021,4,2021,1,0,11,49,64,20.011,73.79
Nashik,01-02-2021,5,2021,2,1,10,79,97,20.011,73.79
Nashik,08-02-2021,6,2021,2,0,13,80,99,20.011,73.79
Nashik,15-02-2021,7,2021,2,0,15,70,92,20.011,73.79
Nashik,22-02-2021,8,2021,2,3,12,81,108,20.011,73.79
Nashik,01-03-2021,9,2021,3,1,10,70,88,20.011,73.79
Nashik,08-03-2021,10,2021,3,1,13,79,101,20.011,73.79
Nashik,15-03-2021,11,2021,3,0,10,57,77,20.011,73.79
Nashik,22-03-2021,12,2021,3,1,10,68,86,20.011,73.79
Nashik,29-03-2021,13,2021,3,1,9,67,89,20.011,73.79
Nashik,05-04-2021,14,2021,4,1,22,139,175,20.011,73.79
Nashik,12-04-2021,15,2021,4,0,18,124,146,20.011,73.79
Nashik,19-04-2021,16,2021,4,3,25,131,172,20.011,73.79
Nashik,26-04-2021,17,2021,4,1,21,128,159,20.011,73.79
Nashik,03-05-2021,18,2021,5,3,22,120,156,20.011,73.79
Nashik,10-05-2021,19,2021,5,0,26,149,179,20.011,73.79
Nashik,17-05-2021,20,2021,5,0,22,142,166,20.011,73.79
Nashik,24-05-2021,21,2021,5,2,19,133,165,20.011,73.79
Nashik,31-05-2021,22,2021,5,1,29,146,183,20.011,73.79
Nashik,07-06-2021,23,2021,6,7,11,241,268,20.011,73.79
Nashik,14-06-2021,24,2021,6,6,21,270,307,20.011,73.79
Nashik,21-06-2021,25,2021,6,3,14,265,290,20.011,73.79
Nashik,28-06-2021,26,2021,6,2,23,236,269,20.011,73.79
Nashik,05-07-2021,27,2021,7,2,15,259,281,20.011,73.79
Nashik,12-07-2021,28,2021,7,1,16,225,247,20.011,73.79
Nashik,19-07-2021,29,2021,7,1,22,252,284,20.011,73.79
Nashik,26-07-2021,30,2021,7,4,15,245,275,20.011,73.79
Nashik,02-08-2021,31,2021,8,4,16,233,262,20.011,73.79
Nashik,09-08-2021,32,2021,8,4,25,279,331,20.011,73.79
Nashik,16-08-2021,33,2021,8,0,16,268,293,20.011,73.79
Nashik,23-08-2021,34,2021,8,1,16,258,279,20.011,73.79
Nashik,30-08-2021,35,2021,8,0,18,211,236,20.011,73.79
Nashik,06-09-2021,36,2021,9,4,16,255,284,20.011,73.79
Nashik,13-09-2021,37,2021,9,3,21,242,281,20.011,73.79
Nashik,20-09-2021,38,2021,9,2,27,243,283,20.011,73.79
Nashik,27-09-2021,39,2021,9,2,19,297,321,20.011,73.79
Nashik,04-10-2021,40,2021,10,1,13,107,129,20.011,73.79
Nashik,11-10-2021,41,2021,10,2,3,92,103,20.011,73.79
Nashik,18-10-2021,42,2021,10,1,11,107,127,20.011,73.79
Nashik,25-10-2021,43,2021,10,4,16,93,117,20.011,73.79
Nashik,01-11-2021,44,2021,11,1,8,88,101,20.011,73.79
Nashik,08-11-2021,45,2021,11,0,8,93,108,20.011,73.79
Nashik,15-11-2021,46,2021,11,0,18,115,144,20.011,73.79
Nashik,22-11-2021,47,2021,11,1,9,110,126,20.011,73.79
Nashik,29-11-2021,48,2021,11,2,15,98,121,20.011,73.79
Nashik,06-12-2021,49,2021,12,1,7,68,89,20.011,73.79
Nashik,13-12-2021,50,2021,12,1,16,74,96,20.011,73.79
Nashik,20-12-2021,51,2021,12,0,9,77,93,20.011,73.79
Nashik,27-12-2021,52,2021,12,1,15,71,90,20.011,73.79
Nashik,03-01-2022,1,2022,1,1,17,60,88,20.011,73.79
Nashik,10-01-2022,2,2022,1,1,11,65,84,20.011,73.79
Nashik,17-01-2022,3,2022,1,1,16,55,81,20.011,73.79
Nashik,24-01-2022,4,2022,1,0,11,68,87,20.011,73.79
Nashik,31-01-2022,5,2022,1,0,13,55,72,20.011,73.79
Nashik,07-02-2022,6,2022,2,3,17,65,90,20.011,73.79
Nashik,14-02-2022,7,2022,2,1,12,83,106,20.011,73.79
Nashik,21-02-2022,8,2022,2,2,7,63,74,20.011,73.79
Nashik,28-02-2022,9,2022,2,0,7,77,94,20.011,73.79
Nashik,07-03-2022,10,2022,3,0,9,79,101,20.011,73.79
Nashik,14-03-2022,11,2022,3,0,16,63,85,20.011,73.79
Nashik,21-03-2022,12,2022,3,0,13,78,100,20.011,73.79
Nashik,28-03-2022,13,2022,3,0,15,83,103,20.011,73.79
Nashik,04-04-2022,14,2022,4,1,20,130,161,20.011,73.79
Nashik,11-04-2022,15,2022,4,0,21,135,162,20.011,73.79
Nashik,18-04-2022,16,2022,4,3,16,136,162,20.011,73.79
Nashik,25-04-2022,17,2022,4,0,25,128,160,20.011,73.79
Nashik,02-05-2022,18,2022,5,2,13,131,150,20.011,73.79
Nashik,09-05-2022,19,2022,5,1,31,125,165,20.011,73.79
Nashik,16-05-2022,20,2022,5,1,33,116,160,20.011,73.79
Nashik,23-05-2022,21,2022,5,4,24,114,149,20.011,73.79
Nashik,30-05-2022,22,2022,5,4,12,137,162,20.011,73.79
Nashik,06-06-2022,23,2022,6,4,14,262,288,20.011,73.79
Nashik,13-06-2022,24,2022,6,3,24,233,280,20.011,73.79
Nashik,20-06-2022,25,2022,6,1,13,228,252,20.011,73.79
Nashik,27-06-2022,26,2022,6,3,19,233,259,20.011,73.79
Nashik,04-07-2022,27,2022,7,2,16,256,294,20.011,73.79
Nashik,11-07-2022,28,2022,7,2,14,238,262,20.011,73.79
Nashik,18-07-2022,29,2022,7,6,21,241,280,20.011,73.79
Nashik,25-07-2022,30,2022,7,4,19,248,281,20.011,73.79
Nashik,01-08-2022,31,2022,8,0,18,219,249,20.011,73.79
Nashik,08-08-2022,32,2022,8,2,17,247,284,20.011,73.79
Nashik,15-08-2022,33,2022,8,2,13,240,263,20.011,73.79
Nashik,22-08-2022,34,2022,8,2,24,263,296,20.011,73.79
Nashik,29-08-2022,35,2022,8,3,19,256,294,20.011,73.79
Nashik,05-09-2022,36,2022,9,2,20,255,289,20.011,73.79
Nashik,12-09-2022,37,2022,9,5,21,259,296,20.011,73.79
Nashik,19-09-2022,38,2022,9,1,16,245,267,20.011,73.79
Nashik,26-09-2022,39,2022,9,0,14,238,264,20.011,73.79
Nashik,03-10-2022,40,2022,10,1,12,111,132,20.011,73.79
Nashik,10-10-2022,41,2022,10,0,10,114,131,20.011,73.79
Nashik,17-10-2022,42,2022,10,2,14,101,128,20.011,73.79
Nashik,24-10-2022,43,2022,10,1,9,109,125,20.011,73.79
Nashik,31-10-2022,44,2022,10,0,12,100,121,20.011,73.79
Nashik,07-11-2022,45,2022,11,0,15,94,116,20.011,73.79
Nashik,14-11-2022,46,2022,11,1,14,128,146,20.011,73.79
Nashik,21-11-2022,47,2022,11,1,17,106,132,20.011,73.79
Nashik,28-11-2022,48,2022,11,1,17,110,132,20.011,73.79
Nashik,05-12-2022,49,2022,12,1,16,67,95,20.011,73.79
Nashik,12-12-2022,50,2022,12,1,10,74,91,20.011,73.79
Nashik,19-12-2022,51,2022,12,1,8,88,105,20.011,73.79
Nashik,26-12-2022,52,2022,12,3,16,73,100,20.011,73.79
Nashik,02-01-2023,1,2023,1,2,12,67,87,20.011,73.79
Nashik,09-01-2023,2,2023,1,1,13,66,92,20.011,73.79
Nashik,16-01-2023,3,2023,1,1,15,65,88,20.011,73.79
Nashik,23-01-2023,4,2023,1,1,20,78,107,20.011,73.79
Nashik,30-01-2023,5,2023,1,2,7,64,75,20.011,73.79
Nashik,06-02-2023,6,2023,2,1,9,82,98,20.011,73.79
Nashik,13-02-2023,7,2023,2,2,6,70,83,20.011,73.79
Nashik,20-02-2023,8,2023,2,1,13,67,95,20.011,73.79
Nashik,27-02-2023,9,2023,2,1,12,63,80,20.011,73.79
Nashik,06-03-2023,10,2023,3,0,10,68,85,20.011,73.79
Nashik,13-03-2023,11,2023,3,1,18,50,74,20.011,73.79
Nashik,20-03-2023,12,2023,3,1,13,61,81,20.011,73.79
Nashik,27-03-2023,13,2023,3,1,10,60,79,20.011,73.79
Nashik,03-04-2023,14,2023,4,1,17,136,165,20.011,73.79
Nashik,10-04-2023,15,2023,4,0,13,123,144,20.011,73.79
Nashik,17-04-2023,16,2023,4,3,24,135,165,20.011,73.79
Nashik,24-04-2023,17,2023,4,0,27,122,156,20.011,73.79
Nashik,01-05-2023,18,2023,5,1,29,144,178,20.011,73.79
Nashik,08-05-2023,19,2023,5,1,24,133,167,20.011,73.79
Nashik,15-05-2023,20,2023,5,3,18,140,165,20.011,73.79
Nashik,22-05-2023,21,2023,5,1,25,125,160,20.011,73.79
Nashik,29-05-2023,22,2023,5,4,17,122,147,20.011,73.79
Nashik,05-06-2023,23,2023,6,0,20,267,293,20.011,73.79
Nashik,12-06-2023,24,2023,6,0,17,245,271,20.011,73.79
Nashik,19-06-2023,25,2023,6,5,18,242,278,20.011,73.79
Nashik,26-06-2023,26,2023,6,4,21,227,258,20.011,73.79
Nashik,03-07-2023,27,2023,7,3,14,286,314,20.011,73.79
Nashik,10-07-2023,28,2023,7,2,19,242,271,20.011,73.79
Nashik,17-07-2023,29,2023,7,2,18,234,264,20.011,73.79
Nashik,24-07-2023,30,2023,7,2,18,212,237,20.011,73.79
Nashik,31-07-2023,31,2023,7,4,17,245,280,20.011,73.79
Nashik,07-08-2023,32,2023,8,3,19,253,291,20.011,73.79
Nashik,14-08-2023,33,2023,8,4,18,237,268,20.011,73.79
Nashik,21-08-2023,34,2023,8,2,17,244,272,20.011,73.79
Nashik,28-08-2023,35,2023,8,5,12,232,254,20.011,73.79
Nashik,04-09-2023,36,2023,9,4,21,244,273,20.011,73.79
Nashik,11-09-2023,37,2023,9,7,23,284,321,20.011,73.79
Nashik,18-09-2023,38,2023,9,2,16,255,283,20.011,73.79
Nashik,25-09-2023,39,2023,9,2,17,268,295,20.011,73.79
Nashik,02-10-2023,40,2023,10,0,6,97,108,20.011,73.79
Nashik,09-10-2023,41,2023,10,1,10,85,104,20.011,73.79
Nashik,16-10-2023,42,2023,10,2,19,97,126,20.011,73.79
Nashik,23-10-2023,43,2023,10,2,10,109,131,20.011,73.79
Nashik,30-10-2023,44,2023,10,1,14,108,129,20.011,73.79
Nashik,06-11-2023,45,2023,11,2,13,100,121,20.011,73.79
Nashik,13-11-2023,46,2023,11,0,16,84,109,20.011,73.79
Nashik,20-11-2023,47,2023,11,1,6,108,126,20.011,73.79
Nashik,27-11-2023,48,2023,11,2,9,103,124,20.011,73.79
Nashik,04-12-2023,49,2023,12,0,14,74,97,20.011,73.79
Nashik,11-12-2023,50,2023,12,0,11,65,84,20.011,73.79
Nashik,18-12-2023,51,2023,12,2,14,83,103,20.011,73.79
Nashik,25-12-2023,52,2023,12,1,12,60,82,20.011,73.79
Dhule,07-01-2019,2,2019,1,0,3,25,29,20.899,74.777
Dhule,14-01-2019,3,2019,1,0,3,29,36,20.899,74.777
Dhule,21-01-2019,4,2019,1,0,9,27,37,20.899,74.777
Dhule,28-01-2019,5,2019,1,0,4,31,39,20.899,74.777
Dhule,04-02-2019,6,2019,2,1,9,18,30,20.899,74.777
Dhule,11-02-2019,7,2019,2,0,11,29,43,20.899,74.777
Dhule,18-02-2019,8,2019,2,0,3,24,30,20.899,74.777
