district,date,week,year,month,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,flood_alert,region
Jalgaon,2019-06-03,23,2019,6,13.55,-33.2,27.0,72.2,1,0,western
Jalgaon,2019-06-10,24,2019,6,32.86,61.3,30.1,74.1,1,0,western
Jalgaon,2019-06-17,25,2019,6,34.4,68.86,30.4,78.6,1,0,western
Jalgaon,2019-06-24,26,2019,6,37.72,85.12,30.0,77.4,1,0,western
Jalgaon,2019-07-01,27,2019,7,54.06,32.4,29.6,76.4,1,0,western
Jalgaon,2019-07-08,28,2019,7,43.81,7.35,29.3,79.0,1,0,western
Jalgaon,2019-07-15,29,2019,7,17.6,-56.73,30.6,76.1,1,0,western
Jalgaon,2019-07-22,30,2019,7,56.37,38.03,29.9,79.4,1,0,western
Jalgaon,2019-07-29,31,2019,7,41.41,1.47,29.1,78.8,1,0,western
Jalgaon,2019-08-05,32,2019,8,42.36,13.3,32.7,85.3,1,0,western
Jalgaon,2019-08-12,33,2019,8,71.22,90.34,32.0,80.0,1,0,western
Jalgaon,2019-08-19,34,2019,8,45.18,20.85,30.6,76.2,1,0,western
Jalgaon,2019-08-26,35,2019,8,47.86,27.99,33.0,83.9,1,0,western
Jalgaon,2019-09-02,36,2019,9,29.55,4.2,31.1,85.3,1,0,western
Jalgaon,2019-09-09,37,2019,9,25.73,-9.22,30.5,79.1,1,0,western
Jalgaon,2019-09-16,38,2019,9,28.78,1.51,31.9,76.9,1,0,western
Jalgaon,2019-09-23,39,2019,9,31.0,9.3,31.9,80.8,1,0,western
Jalgaon,2019-09-30,40,2019,9,33.03,16.43,32.0,80.2,1,0,western
Jalgaon,2019-10-07,41,2019,10,12.43,39.57,30.0,48.5,0,0,western
Jalgaon,2019-10-14,42,2019,10,5.0,-43.2,31.5,49.3,0,0,western
Jalgaon,2019-10-21,43,2019,10,6.96,-21.36,31.6,47.0,0,0,western
Jalgaon,2019-10-28,44,2019,10,11.49,29.11,31.5,50.6,0,0,western
Jalgaon,2019-11-04,45,2019,11,3.01,16.07,31.0,51.6,0,0,western
Jalgaon,2019-11-11,46,2019,11,2.6,0.78,30.2,55.8,0,0,western
Jalgaon,2019-11-18,47,2019,11,1.48,-41.05,30.3,58.6,0,0,western
Jalgaon,2019-11-25,48,2019,11,3.65,40.15,30.7,54.8,0,0,western
Jalgaon,2019-12-02,49,2019,12,1.09,77.57,28.7,49.8,0,0,western
Jalgaon,2019-12-09,50,2019,12,0.89,47.76,28.7,43.0,0,0,western
Jalgaon,2019-12-16,51,2019,12,0.68,16.51,29.1,47.3,0,0,western
Jalgaon,2019-12-23,52,2019,12,1.05,70.57,27.7,49.4,0,0,western
Jalgaon,2019-12-30,1,2019,12,0.83,38.6,29.2,52.9,0,0,western
Jalgaon,2020-01-06,2,2020,1,0.75,4.2,25.6,49.6,0,0,western
Jalgaon,2020-01-13,3,2020,1,0.36,-43.57,28.3,45.2,0,0,western
Jalgaon,2020-01-20,4,2020,1,0.63,-11.09,24.4,51.2,0,0,western
Jalgaon,2020-01-27,5,2020,1,0.75,4.29,26.0,61.4,0,0,western
Jalgaon,2020-02-03,6,2020,2,0.45,3.31,23.1,55.3,0,0,western
Jalgaon,2020-02-10,7,2020,2,0.31,-22.93,22.9,45.6,0,0,western
Jalgaon,2020-02-17,8,2020,2,0.52,17.95,23.6,56.0,0,0,western
Jalgaon,2020-02-24,9,2020,2,0.6,31.55,23.2,50.3,0,0,western
Jalgaon,2020-03-02,10,2020,3,0.58,0.35,19.9,48.5,0,0,western
Jalgaon,2020-03-09,11,2020,3,0.45,-18.44,20.5,47.9,0,0,western
Jalgaon,2020-03-16,12,2020,3,0.16,-61.33,18.2,54.2,0,0,western
Jalgaon,2020-03-23,13,2020,3,0.49,-12.78,20.2,51.2,0,0,western
Jalgaon,2020-03-30,14,2020,3,0.59,2.79,21.1,55.6,0,0,western
Jalgaon,2020-04-06,15,2020,4,0.34,-54.34,22.0,30.1,0,0,western
Jalgaon,2020-04-13,16,2020,4,0.55,-31.85,24.4,34.6,0,0,western
Jalgaon,2020-04-20,17,2020,4,1.15,30.8,23.0,30.3,0,0,western
Jalgaon,2020-04-27,18,2020,4,0.74,-12.66,24.9,28.1,0,0,western
Jalgaon,2020-05-04,19,2020,5,2.54,45.05,23.2,24.8,0,0,western
Jalgaon,2020-05-11,20,2020,5,1.32,-21.71,28.7,21.1,0,0,western
Jalgaon,2020-05-18,21,2020,5,1.66,-3.04,26.5,33.6,0,0,western
Jalgaon,2020-05-25,22,2020,5,1.16,-30.95,24.0,33.1,0,0,western
Jalgaon,2020-06-01,23,2020,6,26.3,29.21,28.3,77.9,1,0,western
Jalgaon,2020-06-08,24,2020,6,4.55,-77.26,30.7,83.6,1,0,western
Jalgaon,2020-06-15,25,2020,6,11.22,-44.59,29.7,66.9,1,0,western
Jalgaon,2020-06-22,26,2020,6,16.23,-20.05,28.2,72.2,1,0,western
Jalgaon,2020-06-29,27,2020,6,17.37,-14.51,28.6,82.0,1,0,western
Jalgaon,2020-07-06,28,2020,7,62.69,53.48,31.0,89.5,1,0,western
Jalgaon,2020-07-13,29,2020,7,39.04,-4.31,29.4,74.4,1,0,western
Jalgaon,2020-07-20,30,2020,7,35.27,-13.54,29.5,82.4,1,0,western
Jalgaon,2020-07-27,31,2020,7,34.2,-16.17,30.8,73.2,1,0,western
Jalgaon,2020-08-03,32,2020,8,42.96,14.91,30.9,83.8,1,0,western
Jalgaon,2020-08-10,33,2020,8,25.26,-32.32,30.8,73.5,1,0,western
Jalgaon,2020-08-17,34,2020,8,16.1,-56.78,33.2,84.6,1,0,western
Jalgaon,2020-08-24,35,2020,8,44.04,17.78,31.2,70.1,1,0,western
Jalgaon,2020-08-31,36,2020,8,44.76,19.72,30.5,74.1,1,0,western
Jalgaon,2020-09-07,37,2020,9,25.41,-10.34,32.9,81.4,1,0,western
Jalgaon,2020-09-14,38,2020,9,33.48,18.02,30.3,77.2,1,0,western
Jalgaon,2020-09-21,39,2020,9,29.67,4.62,30.1,77.7,1,0,western
Jalgaon,2020-09-28,40,2020,9,25.29,-10.77,30.5,79.4,1,0,western
Jalgaon,2020-10-05,41,2020,10,10.14,14.07,31.2,59.5,0,0,western
Jalgaon,2020-10-12,42,2020,10,10.46,17.65,31.0,54.7,0,0,western
Jalgaon,2020-10-19,43,2020,10,2.22,-74.1,33.6,54.5,0,0,western
Jalgaon,2020-10-26,44,2020,10,8.99,1.3,30.7,46.0,0,0,western
Jalgaon,2020-11-02,45,2020,11,3.13,20.72,30.9,53.7,0,0,western
Jalgaon,2020-11-09,46,2020,11,2.91,12.34,29.8,51.3,0,0,western
Jalgaon,2020-11-16,47,2020,11,2.37,-7.74,29.3,54.4,0,0,western
Jalgaon,2020-11-23,48,2020,11,2.08,-18.51,30.2,52.9,0,0,western
Jalgaon,2020-11-30,49,2020,11,2.38,-7.3,30.4,42.7,0,0,western
Jalgaon,2020-12-07,50,2020,12,0.46,-16.45,28.5,46.9,0,0,western
Jalgaon,2020-12-14,51,2020,12,0.37,-29.84,30.6,54.9,0,0,western
Jalgaon,2020-12-21,52,2020,12,0.49,-12.9,27.4,51.6,0,0,western
Jalgaon,2020-12-28,53,2020,12,0.93,53.28,28.1,51.3,0,0,western
Jalgaon,2021-01-04,1,2021,1,0.46,-31.48,24.8,50.9,0,0,western
Jalgaon,2021-01-11,2,2021,1,0.95,28.27,28.6,49.7,0,0,western
Jalgaon,2021-01-18,3,2021,1,0.86,17.11,26.4,51.0,0,0,western
Jalgaon,2021-01-25,4,2021,1,1.01,35.7,27.4,60.8,0,0,western
Jalgaon,2021-02-01,5,2021,2,0.18,-47.49,21.6,50.3,0,0,western
Jalgaon,2021-02-08,6,2021,2,0.58,27.65,22.5,50.3,0,0,western
Jalgaon,2021-02-15,7,2021,2,0.59,30.88,20.9,46.4,0,0,western
Jalgaon,2021-02-22,8,2021,2,0.67,45.88,22.3,60.4,0,0,western
Jalgaon,2021-03-01,9,2021,3,0.76,27.88,22.0,58.6,0,0,western
Jalgaon,2021-03-08,10,2021,3,0.65,10.95,18.2,54.3,0,0,western
Jalgaon,2021-03-15,11,2021,3,0.65,12.12,19.8,50.4,0,0,western
Jalgaon,2021-03-22,12,2021,3,0.45,-18.0,20.6,48.3,0,0,western
Jalgaon,2021-03-29,13,2021,3,0.54,-5.07,19.7,57.4,0,0,western
Jalgaon,2021-04-05,14,2021,4,1.03,17.82,21.9,28.6,0,0,western
Jalgaon,2021-04-12,15,2021,4,1.45,61.58,24.1,19.0,0,0,western
Jalgaon,2021-04-19,16,2021,4,1.13,28.07,24.6,28.7,0,0,western
Jalgaon,2021-04-26,17,2021,4,0.6,-27.48,21.2,23.5,0,0,western
Jalgaon,2021-05-03,18,2021,5,1.29,-23.29,24.6,20.9,0,0,western
Jalgaon,2021-05-10,19,2021,5,1.99,15.19,25.4,27.2,0,0,western
Jalgaon,2021-05-17,20,2021,5,2.47,41.45,24.5,36.1,0,0,western
Jalgaon,2021-05-24,21,2021,5,2.66,52.05,23.7,29.6,0,0,western
Jalgaon,2021-05-31,22,2021,5,1.8,4.34,26.2,29.9,0,0,western
Jalgaon,2021-06-07,23,2021,6,21.37,5.08,28.1,74.8,1,0,western
Jalgaon,2021-06-14,24,2021,6,27.06,32.9,28.3,79.6,1,0,western
Jalgaon,2021-06-21,25,2021,6,23.1,13.55,26.4,77.3,1,0,western
Jalgaon,2021-06-28,26,2021,6,29.32,44.0,29.7,69.1,1,0,western
Jalgaon,2021-07-05,27,2021,7,50.42,23.5,31.7,75.2,1,0,western
Jalgaon,2021-07-12,28,2021,7,68.17,66.88,27.8,73.2,1,0,western
Jalgaon,2021-07-19,29,2021,7,32.85,-19.46,30.4,76.1,1,0,western
Jalgaon,2021-07-26,30,2021,7,67.02,64.06,31.5,75.6,1,0,western
Jalgaon,2021-08-02,31,2021,8,55.56,48.54,30.5,82.2,1,0,western
Jalgaon,2021-08-09,32,2021,8,21.85,-41.42,34.8,80.7,1,0,western
Jalgaon,2021-08-16,33,2021,8,68.92,84.18,32.5,74.0,1,0,western
Jalgaon,2021-08-23,34,2021,8,4.52,-87.68,30.7,81.3,1,0,western
Jalgaon,2021-08-30,35,2021,8,25.12,-32.69,33.9,77.0,1,0,western
Jalgaon,2021-09-06,36,2021,9,57.91,103.89,31.3,80.9,1,0,western
Jalgaon,2021-09-13,37,2021,9,40.57,42.95,30.1,80.0,1,0,western
Jalgaon,2021-09-20,38,2021,9,40.69,43.36,32.9,84.3,1,0,western
Jalgaon,2021-09-27,39,2021,9,19.55,-30.92,32.6,71.9,1,0,western
Jalgaon,2021-10-04,40,2021,10,7.83,-11.65,30.3,53.1,0,0,western
Jalgaon,2021-10-11,41,2021,10,13.12,47.23,31.2,51.8,0,0,western
Jalgaon,2021-10-18,42,2021,10,6.12,-30.77,32.0,49.5,0,0,western
Jalgaon,2021-10-25,43,2021,10,7.67,-13.49,28.6,46.8,0,0,western
Jalgaon,2021-11-01,44,2021,11,2.96,14.23,31.1,46.8,0,0,western
Jalgaon,2021-11-08,45,2021,11,2.88,11.42,32.2,57.8,0,0,western
Jalgaon,2021-11-15,46,2021,11,2.71,4.8,29.8,61.2,0,0,western
Jalgaon,2021-11-22,47,2021,11,3.34,28.65,30.0,51.5,0,0,western
Jalgaon,2021-11-29,48,2021,11,2.38,-7.53,28.7,50.4,0,0,western
Jalgaon,2021-12-06,49,2021,12,0.95,56.65,28.2,50.8,0,0,western
Jalgaon,2021-12-13,50,2021,12,0.83,38.58,28.6,44.4,0,0,western
Jalgaon,2021-12-20,51,2021,12,0.77,30.06,26.3,58.1,0,0,western
Jalgaon,2021-12-27,52,2021,12,0.81,35.83,29.0,62.5,0,0,western
Jalgaon,2022-01-03,1,2022,1,0.5,-26.94,26.8,53.0,0,0,western
Jalgaon,2022-01-10,2,2022,1,0.91,24.14,25.5,54.6,0,0,western
Jalgaon,2022-01-17,3,2022,1,0.75,4.15,27.2,53.4,0,0,western
Jalgaon,2022-01-24,4,2022,1,1.01,36.3,25.2,49.6,0,0,western
Jalgaon,2022-01-31,5,2022,1,0.49,-27.5,27.5,61.0,0,0,western
Jalgaon,2022-02-07,6,2022,2,0.35,-15.38,23.4,58.8,0,0,western
Jalgaon,2022-02-14,7,2022,2,0.49,10.49,23.3,47.9,0,0,western
Jalgaon,2022-02-21,8,2022,2,0.48,9.47,21.9,59.5,0,0,western
Jalgaon,2022-02-28,9,2022,2,0.12,-58.22,21.6,53.1,0,0,western
Jalgaon,2022-03-07,10,2022,3,0.35,-32.92,17.7,65.0,0,0,western
Jalgaon,2022-03-14,11,2022,3,0.74,24.58,19.7,54.5,0,0,western
Jalgaon,2022-03-21,12,2022,3,0.7,19.38,19.2,50.5,0,0,western
Jalgaon,2022-03-28,13,2022,3,0.56,-1.24,19.5,49.8,0,0,western
Jalgaon,2022-04-04,14,2022,4,1.17,32.23,22.9,32.7,0,0,western
Jalgaon,2022-04-11,15,2022,4,0.7,-17.09,23.6,18.1,0,0,western
Jalgaon,2022-04-18,16,2022,4,1.08,22.81,24.1,22.2,0,0,western
Jalgaon,2022-04-25,17,2022,4,1.0,15.05,24.0,26.6,0,0,western
Jalgaon,2022-05-02,18,2022,5,2.39,36.68,25.2,29.4,0,0,western
Jalgaon,2022-05-09,19,2022,5,1.89,9.55,26.2,33.5,0,0,western
Jalgaon,2022-05-16,20,2022,5,1.91,10.65,25.5,36.8,0,0,western
Jalgaon,2022-05-23,21,2022,5,2.88,63.89,28.4,33.9,0,0,western
Jalgaon,2022-05-30,22,2022,5,2.29,31.65,27.6,25.1,0,0,western
Jalgaon,2022-06-06,23,2022,6,16.27,-19.88,26.7,74.5,1,0,western
Jalgaon,2022-06-13,24,2022,6,20.45,0.57,26.7,78.1,1,0,western
Jalgaon,2022-06-20,25,2022,6,14.99,-26.16,25.9,65.2,1,0,western
Jalgaon,2022-06-27,26,2022,6,13.48,-33.53,27.8,84.0,1,0,western
Jalgaon,2022-07-04,27,2022,7,28.01,-31.29,33.1,81.5,1,0,western
Jalgaon,2022-07-11,28,2022,7,43.26,5.99,29.4,76.1,1,0,western
Jalgaon,2022-07-18,29,2022,7,30.35,-25.56,30.0,75.3,1,0,western
Jalgaon,2022-07-25,30,2022,7,53.49,31.0,28.8,79.4,1,0,western
Jalgaon,2022-08-01,31,2022,8,38.32,2.54,31.1,66.4,1,0,western
Jalgaon,2022-08-08,32,2022,8,33.51,-10.32,31.5,80.0,1,0,western
Jalgaon,2022-08-15,33,2022,8,46.56,24.51,32.6,77.5,1,0,western
Jalgaon,2022-08-22,34,2022,8,39.51,5.71,31.3,80.8,1,0,western
Jalgaon,2022-08-29,35,2022,8,39.94,6.85,32.5,82.7,1,0,western
Jalgaon,2022-09-05,36,2022,9,38.87,36.98,31.5,68.7,1,0,western
Jalgaon,2022-09-12,37,2022,9,32.12,13.23,32.3,68.1,1,0,western
Jalgaon,2022-09-19,38,2022,9,44.98,58.43,32.6,85.2,1,0,western
Jalgaon,2022-09-26,39,2022,9,32.06,13.04,32.3,79.9,1,0,western
Jalgaon,2022-10-03,40,2022,10,8.14,-8.23,30.2,45.6,0,0,western
Jalgaon,2022-10-10,41,2022,10,16.67,86.77,31.4,46.1,0,0,western
Jalgaon,2022-10-17,42,2022,10,15.13,69.61,33.2,57.6,0,0,western
Jalgaon,2022-10-24,43,2022,10,3.13,-64.01,33.2,44.6,0,0,western
Jalgaon,2022-10-31,44,2022,10,9.13,2.81,31.4,54.7,0,0,western
Jalgaon,2022-11-07,45,2022,11,2.94,13.37,29.8,60.6,0,0,western
Jalgaon,2022-11-14,46,2022,11,4.33,65.29,30.8,51.3,0,0,western
Jalgaon,2022-11-21,47,2022,11,4.15,58.7,31.7,45.6,0,0,western
Jalgaon,2022-11-28,48,2022,11,4.79,82.75,29.2,49.7,0,0,western
Jalgaon,2022-12-05,49,2022,12,0.32,-37.42,27.9,57.9,0,0,western
Jalgaon,2022-12-12,50,2022,12,0.62,7.72,28.7,48.0,0,0,western
Jalgaon,2022-12-19,51,2022,12,0.76,27.79,26.2,50.3,0,0,western
Jalgaon,2022-12-26,52,2022,12,0.59,2.46,28.1,53.3,0,0,western
Jalgaon,2023-01-02,1,2023,1,0.46,-30.84,27.1,46.6,0,0,western
Jalgaon,2023-01-09,2,2023,1,1.32,74.55,26.4,55.1,0,0,western
Jalgaon,2023-01-16,3,2023,1,0.68,-4.88,25.4,58.6,0,0,western
Jalgaon,2023-01-23,4,2023,1,0.49,-27.85,26.0,52.1,0,0,western
Jalgaon,2023-01-30,5,2023,1,0.96,29.78,26.3,54.3,0,0,western
Jalgaon,2023-02-06,6,2023,2,0.42,-1.33,26.2,52.1,0,0,western
Jalgaon,2023-02-13,7,2023,2,0.66,44.15,24.4,38.8,0,0,western
Jalgaon,2023-02-20,8,2023,2,0.27,-29.82,22.1,49.5,0,0,western
Jalgaon,2023-02-27,9,2023,2,0.55,22.35,23.5,48.0,0,0,western
Jalgaon,2023-03-06,10,2023,3,0.27,-45.22,21.9,56.4,0,0,western
Jalgaon,2023-03-13,11,2023,3,0.81,35.06,20.6,55.1,0,0,western
Jalgaon,2023-03-20,12,2023,3,0.37,-29.53,18.1,55.2,0,0,western
Jalgaon,2023-03-27,13,2023,3,0.24,-49.29,20.5,55.9,0,0,western
Jalgaon,2023-04-03,14,2023,4,1.54,71.04,22.7,22.5,0,0,western
Jalgaon,2023-04-10,15,2023,4,1.33,49.1,22.8,19.5,0,0,western
Jalgaon,2023-04-17,16,2023,4,0.08,-81.35,23.8,32.0,0,0,western
Jalgaon,2023-04-24,17,2023,4,1.01,15.81,23.1,28.1,0,0,western
Jalgaon,2023-05-01,18,2023,5,1.92,10.98,24.1,26.2,0,0,western
Jalgaon,2023-05-08,19,2023,5,1.95,12.9,27.2,24.1,0,0,western
Jalgaon,2023-05-15,20,2023,5,1.77,2.71,26.6,24.6,0,0,western
Jalgaon,2023-05-22,21,2023,5,1.61,-5.84,24.2,34.7,0,0,western
Jalgaon,2023-05-29,22,2023,5,2.32,33.0,27.0,25.3,0,0,western
Jalgaon,2023-06-05,23,2023,6,37.03,81.72,28.9,81.2,1,0,western
Jalgaon,2023-06-12,24,2023,6,26.25,28.96,28.7,78.7,1,0,western
Jalgaon,2023-06-19,25,2023,6,18.46,-9.18,28.9,79.6,1,0,western
Jalgaon,2023-06-26,26,2023,6,21.5,5.7,28.1,78.4,1,0,western
Jalgaon,2023-07-03,27,2023,7,34.23,-16.09,30.6,83.0,1,0,western
Jalgaon,2023-07-10,28,2023,7,29.95,-26.55,31.8,74.3,1,0,western
Jalgaon,2023-07-17,29,2023,7,47.36,16.01,31.5,76.6,1,0,western
Jalgaon,2023-07-24,30,2023,7,56.0,37.14,29.3,80.4,1,0,western
Jalgaon,2023-07-31,31,2023,7,58.65,43.62,29.7,78.7,1,0,western
Jalgaon,2023-08-07,32,2023,8,47.49,27.01,31.3,75.0,1,0,western
Jalgaon,2023-08-14,33,2023,8,40.07,7.2,31.5,78.2,1,0,western
Jalgaon,2023-08-21,34,2023,8,47.95,28.24,31.8,76.2,1,0,western
Jalgaon,2023-08-28,35,2023,8,38.92,4.13,32.3,79.2,1,0,western
Jalgaon,2023-09-04,36,2023,9,35.28,24.35,31.7,72.7,1,0,western
Jalgaon,2023-09-11,37,2023,9,31.72,11.83,32.1,74.4,1,0,western
Jalgaon,2023-09-18,38,2023,9,62.52,120.09,33.2,77.8,1,0,western
Jalgaon,2023-09-25,39,2023,9,38.71,36.39,32.1,77.2,1,0,western
Jalgaon,2023-10-02,40,2023,10,15.8,77.14,31.9,47.0,0,0,western
Jalgaon,2023-10-09,41,2023,10,11.25,26.43,31.7,51.7,0,0,western
Jalgaon,2023-10-16,42,2023,10,11.66,30.97,31.3,42.6,0,0,western
Jalgaon,2023-10-23,43,2023,10,12.18,36.79,31.0,51.2,0,0,western
Jalgaon,2023-10-30,44,2023,10,9.92,11.59,32.3,55.2,0,0,western
Jalgaon,2023-11-06,45,2023,11,2.48,-3.55,31.1,48.3,0,0,western
Jalgaon,2023-11-13,46,2023,11,4.44,69.68,29.0,54.9,0,0,western
Jalgaon,2023-11-20,47,2023,11,3.2,23.08,31.3,50.1,0,0,western
Jalgaon,2023-11-27,48,2023,11,4.43,69.38,30.0,57.2,0,0,western
Jalgaon,2023-12-04,49,2023,12,0.24,-49.99,28.3,58.3,0,0,western
Jalgaon,2023-12-11,50,2023,12,0.72,22.41,31.8,62.2,0,0,western
Jalgaon,2023-12-18,51,2023,12,0.4,-25.82,32.2,56.3,0,0,western
Jalgaon,2023-12-25,52,2023,12,0.78,30.6,26.7,57.1,0,0,western
Ahmednagar,2019-01-07,2,2019,1,0.93,44.57,25.5,59.6,0,0,western
Ahmednagar,2019-01-14,3,2019,1,0.4,-29.29,26.1,59.3,0,0,western
Ahmednagar,2019-01-21,4,2019,1,0.54,-9.7,25.6,49.1,0,0,western
Ahmednagar,2019-01-28,5,2019,1,0.61,-0.22,25.9,50.2,0,0,western
Ahmednagar,2019-02-04,6,2019,2,0.74,79.76,22.4,50.9,0,0,western
Ahmednagar,2019-02-11,7,2019,2,0.3,-15.14,21.5,54.4,0,0,western
Ahmednagar,2019-02-18,8,2019,2,0.61,52.1,25.5,55.7,0,0,western
Ahmednagar,2019-02-25,9,2019,2,0.41,9.94,24.8,51.6,0,0,western
Ahmednagar,2019-03-04,10,2019,3,0.77,48.3,19.2,60.3,0,0,western
Ahmednagar,2019-03-11,11,2019,3,0.53,6.26,21.6,60.9,0,0,western
Ahmednagar,2019-03-18,12,2019,3,0.59,16.48,20.1,58.9,0,0,western
Ahmednagar,2019-03-25,13,2019,3,0.68,32.0,21.6,56.2,0,0,western
Ahmednagar,2019-04-01,14,2019,4,0.92,22.07,24.1,29.0,0,0,western
Ahmednagar,2019-04-08,15,2019,4,0.55,-22.02,23.6,25.7,0,0,western
Ahmednagar,2019-04-15,16,2019,4,0.62,-13.93,22.8,22.2,0,0,western
Ahmednagar,2019-04-22,17,2019,4,0.03,-84.98,24.0,25.2,0,0,western
Ahmednagar,2019-04-29,18,2019,4,0.9,19.33,22.9,33.1,0,0,western
Ahmednagar,2019-05-06,19,2019,5,1.4,-4.09,24.5,32.3,0,0,western
Ahmednagar,2019-05-13,20,2019,5,0.42,-66.63,26.3,29.0,0,0,western
Ahmednagar,2019-05-20,21,2019,5,1.98,32.44,28.9,26.1,0,0,western
Ahmednagar,2019-05-27,22,2019,5,1.89,26.63,26.8,28.5,0,0,western
Ahmednagar,2019-06-03,23,2019,6,14.45,-16.77,26.6,74.5,1,0,western
Ahmednagar,2019-06-10,24,2019,6,11.06,-36.18,27.0,78.3,1,0,western
Ahmednagar,2019-06-17,25,2019,6,11.5,-33.62,29.2,72.4,1,0,western
Ahmednagar,2019-06-24,26,2019,6,24.5,40.7,27.3,81.5,1,0,western
Ahmednagar,2019-07-01,27,2019,7,41.49,18.88,31.1,75.9,1,0,western
Ahmednagar,2019-07-08,28,2019,7,33.12,-5.04,32.5,73.0,1,0,western
Ahmednagar,2019-07-15,29,2019,7,29.3,-15.97,28.0,74.4,1,0,western
Ahmednagar,2019-07-22,30,2019,7,21.03,-39.6,32.4,81.4,1,0,western
Ahmednagar,2019-07-29,31,2019,7,31.44,-9.84,31.4,64.0,1,0,western
Ahmednagar,2019-08-05,32,2019,8,23.45,-26.52,32.5,72.2,1,0,western
Ahmednagar,2019-08-12,33,2019,8,28.52,-10.7,32.7,79.9,1,0,western
Ahmednagar,2019-08-19,34,2019,8,21.96,-31.15,31.2,74.9,1,0,western
Ahmednagar,2019-08-26,35,2019,8,28.03,-12.21,30.9,84.1,1,0,western
Ahmednagar,2019-09-02,36,2019,9,20.36,-15.93,33.4,82.3,1,0,western
Ahmednagar,2019-09-09,37,2019,9,35.31,45.51,32.6,80.7,1,0,western
Ahmednagar,2019-09-16,38,2019,9,28.93,19.31,31.4,85.9,1,0,western
Ahmednagar,2019-09-23,39,2019,9,23.65,-2.4,31.9,81.3,1,0,western
Ahmednagar,2019-09-30,40,2019,9,31.1,28.21,30.5,77.1,1,0,western
Ahmednagar,2019-10-07,41,2019,10,7.98,5.06,33.2,54.4,0,0,western
Ahmednagar,2019-10-14,42,2019,10,13.19,72.81,31.5,51.7,0,0,western
Ahmednagar,2019-10-21,43,2019,10,8.28,9.01,32.1,65.7,0,0,western
Ahmednagar,2019-10-28,44,2019,10,8.78,15.47,30.5,53.6,0,0,western
Ahmednagar,2019-11-04,45,2019,11,1.95,-10.96,29.7,53.0,0,0,western
Ahmednagar,2019-11-11,46,2019,11,3.87,72.44,30.0,53.5,0,0,western
Ahmednagar,2019-11-18,47,2019,11,2.45,10.8,31.2,40.6,0,0,western
Ahmednagar,2019-11-25,48,2019,11,2.25,2.02,30.2,53.3,0,0,western
Ahmednagar,2019-12-02,49,2019,12,0.68,32.33,30.1,52.5,0,0,western
Ahmednagar,2019-12-09,50,2019,12,0.81,54.63,29.5,57.7,0,0,western
Ahmednagar,2019-12-16,51,2019,12,0.62,22.36,28.9,58.9,0,0,western
Ahmednagar,2019-12-23,52,2019,12,0.62,22.85,29.1,47.4,0,0,western
Ahmednagar,2019-12-30,1,2019,12,0.55,10.19,28.1,56.8,0,0,western
Ahmednagar,2020-01-06,2,2020,1,0.66,6.89,26.8,50.9,0,0,western
Ahmednagar,2020-01-13,3,2020,1,0.46,-21.8,26.4,58.1,0,0,western
Ahmednagar,2020-01-20,4,2020,1,0.35,-36.76,25.4,61.9,0,0,western
Ahmednagar,2020-01-27,5,2020,1,0.32,-40.52,27.4,43.6,0,0,western
Ahmednagar,2020-02-03,6,2020,2,0.25,-25.06,24.1,49.5,0,0,western
Ahmednagar,2020-02-10,7,2020,2,0.28,-18.52,21.1,47.4,0,0,western
Ahmednagar,2020-02-17,8,2020,2,0.13,-51.18,21.6,55.6,0,0,western
Ahmednagar,2020-02-24,9,2020,2,0.16,-44.3,23.5,51.4,0,0,western
Ahmednagar,2020-03-02,10,2020,3,0.25,-40.86,18.6,54.9,0,0,western
Ahmednagar,2020-03-09,11,2020,3,0.55,10.01,21.4,51.2,0,0,western
Ahmednagar,2020-03-16,12,2020,3,0.36,-22.83,17.8,51.9,0,0,western
Ahmednagar,2020-03-23,13,2020,3,0.2,-49.67,19.3,50.3,0,0,western
Ahmednagar,2020-03-30,14,2020,3,0.26,-38.99,21.7,64.4,0,0,western
Ahmednagar,2020-04-06,15,2020,4,1.03,35.31,24.8,30.4,0,0,western
Ahmednagar,2020-04-13,16,2020,4,0.9,19.78,24.1,25.9,0,0,western
Ahmednagar,2020-04-20,17,2020,4,0.97,28.08,22.4,33.9,0,0,western
Ahmednagar,2020-04-27,18,2020,4,0.88,17.02,22.9,22.3,0,0,western
Ahmednagar,2020-05-04,19,2020,5,1.72,16.07,24.9,30.2,0,0,western
Ahmednagar,2020-05-11,20,2020,5,1.48,0.97,26.2,29.3,0,0,western
Ahmednagar,2020-05-18,21,2020,5,1.18,-18.72,25.0,30.7,0,0,western
Ahmednagar,2020-05-25,22,2020,5,2.34,55.26,27.2,31.5,0,0,western
Ahmednagar,2020-06-01,23,2020,6,12.69,-26.86,31.8,80.8,1,0,western
Ahmednagar,2020-06-08,24,2020,6,17.41,0.17,29.4,73.0,1,0,western
Ahmednagar,2020-06-15,25,2020,6,16.93,-2.6,29.5,78.4,1,0,western
Ahmednagar,2020-06-22,26,2020,6,6.13,-64.34,29.4,76.8,1,0,western
Ahmednagar,2020-06-29,27,2020,6,23.01,32.2,28.4,73.9,1,0,western
Ahmednagar,2020-07-06,28,2020,7,33.41,-4.2,30.5,82.8,1,0,western
Ahmednagar,2020-07-13,29,2020,7,36.73,5.27,29.5,80.8,1,0,western
