district,date,cholera_cases,typhoid_cases,add_cases,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,sanitation_coverage_pct,od_index,water_access_pct,population_density,urban_pct,wash_index,week_of_year,month
Dhule,2022-10-24,2,9,6,28.662729119465123,-4.973567303754355,15.63806018011811,44.355015882906194,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,43,10
Dhule,2022-10-31,5,1,9,15.116705759286557,-1.4003064595376933,14.816843372477146,37.75682223571818,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,44,10
Dhule,2022-11-07,2,3,17,30.078574304895174,7.5933173126744045,13.967473771150669,45.57486017803273,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,45,11
Dhule,2022-11-14,1,4,17,4.769806675316852,21.11845935480567,10.258016660669737,35.87965415200057,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,46,11
Dhule,2022-11-21,3,4,8,21.786619826967886,14.680465286160624,9.48804979213011,33.93191816280379,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,47,11
Dhule,2022-11-28,3,3,12,21.312059458801965,-10.057432358949738,11.862467926454725,40.72147073359011,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,48,11
Dhule,2022-12-05,6,3,13,12.573546604807103,-8.929663820138531,8.57872124923213,44.057468709866605,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,49,12
Dhule,2022-12-12,3,1,18,33.429926524306275,4.9966448895423055,6.50495734327249,35.83975511796356,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,50,12
Dhule,2022-12-19,4,6,12,38.10329379764742,-0.9561404655042607,5.903956237452746,33.16813976007513,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,51,12
Dhule,2022-12-26,3,2,10,23.455030494903223,12.18643589018956,9.809919897168097,42.654966390922844,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,52,12
Dhule,2023-01-02,2,7,9,28.176034060217475,5.456903431210129,8.517511465855176,47.81929656925633,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,1,1
Dhule,2023-01-09,0,2,12,3.6210653323888486,-9.81548398444556,11.597633542907673,42.3210529740969,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,2,1
Dhule,2023-01-16,6,4,6,18.9135782595485,-4.582098742194886,11.917855098983845,42.27229311471727,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,3,1
Dhule,2023-01-23,2,3,8,13.189296552330424,5.125451041001348,9.178201825387298,42.39734402095444,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,4,1
Dhule,2023-01-30,4,3,15,42.21803904642779,0.6380709241374871,8.47313555561021,49.35451397723611,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,5,1
Dhule,2023-02-06,2,3,15,28.84933261964115,13.91232836398735,14.78914178309232,42.11258768148963,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,6,2
Dhule,2023-02-13,2,7,10,22.79464111670342,10.039366059713688,14.741805089556442,35.67956013010909,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,7,2
Dhule,2023-02-20,1,11,16,11.257606223496312,-0.09515185483472202,15.332136380622114,45.109843443910485,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,8,2
Dhule,2023-02-27,3,4,19,24.31275307318011,5.712072701504491,14.599535440867902,35.170477541874476,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,9,2
Dhule,2023-03-06,5,9,12,27.643001215315177,2.4445959926796563,21.026482982536262,35.92156854918315,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,10,3
Dhule,2023-03-13,0,4,16,10.984065278046865,-9.910742860246572,18.16536214456153,47.608289985234755,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,11,3
Dhule,2023-03-20,2,5,16,20.586363021070163,10.444166388757383,21.576557361642575,33.680179787176186,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,12,3
Dhule,2023-03-27,0,6,14,20.026771275098913,-17.49932647203449,22.69884339370391,40.07954642483142,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,13,3
Dhule,2023-04-03,6,4,13,24.209420239051994,13.970313748793492,25.79419365736806,47.38238702958361,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,14,4
Dhule,2023-04-10,3,5,13,37.976998377948036,5.515739628767288,30.559743151499152,34.88487984253744,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,15,4
Dhule,2023-04-17,1,6,5,31.66540201294386,-14.781768719571001,25.134061188582518,43.55502459568213,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,16,4
Dhule,2023-04-24,0,7,8,20.568234470260446,-3.957482460588648,28.200018870974873,41.22275231494082,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,17,4
Dhule,2023-05-01,1,5,12,17.67736241961136,4.735553969402347,32.87377134369569,39.7053768866887,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,18,5
Dhule,2023-05-08,1,4,11,28.060798912806177,4.835993152605212,29.59191842201876,39.6834487357777,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,19,5
Dhule,2023-05-15,0,4,8,14.646411967290655,4.091101991300401,32.908251722849165,45.6935040154197,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,20,5
Dhule,2023-05-22,1,5,8,14.682692037113327,-0.11226844086627263,27.832204496309753,45.42179978163475,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,21,5
Dhule,2023-05-29,2,1,11,20.20695984246361,-16.023552669411647,34.97931549206499,38.70241571418469,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,22,5
Dhule,2023-06-05,9,19,43,102.27219937098776,21.1284906119851,31.98037835638913,81.15626277552946,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,23,6
Dhule,2023-06-12,11,7,35,106.66438725152106,-57.27411948848047,33.65808613004378,72.71708942496407,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,24,6
Dhule,2023-06-19,4,11,29,102.36292198596674,-28.167262211498894,32.74226920541957,92.7567447681055,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,25,6
Dhule,2023-06-26,13,16,52,111.13409341867171,-2.749006558707104,30.139513229985806,77.66154786713511,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,26,6
Dhule,2023-07-03,9,14,40,119.55560838567689,46.70944006472096,26.92122981869568,78.4222315583624,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,27,7
Dhule,2023-07-10,7,8,35,89.7169838729327,-19.67074766991215,30.76665364664369,74.6010304723557,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,28,7
Dhule,2023-07-17,7,9,56,88.47629823995192,-1.4809982530445966,29.2405228113534,73.86976951057198,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,29,7
Dhule,2023-07-24,5,11,37,105.01758473403675,-40.74735218683613,29.682013455723123,81.46421879969034,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,30,7
Dhule,2023-07-31,12,12,38,118.40765802234795,-20.803131183532884,30.164818371197633,85.22521271630727,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,31,7
Dhule,2023-08-07,8,10,39,104.07597055421634,14.260877509926072,23.19115566854524,76.04876427027881,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,32,8
Dhule,2023-08-14,8,12,37,89.14021616688458,-11.754461476000333,26.409143299400654,70.20304097872025,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,33,8
Dhule,2023-08-21,12,14,54,103.98610563468411,32.83212852747722,24.86247571719737,80.96697742180822,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,34,8
Dhule,2023-08-28,11,13,42,97.29400288426335,-12.768292305822767,29.483447657400305,79.17440174913793,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,35,8
Dhule,2023-09-04,5,17,42,106.07142466627684,-13.661984425219426,18.471503712029904,80.44880437609861,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,36,9
Dhule,2023-09-11,7,11,45,105.54504084144106,58.9583683395235,21.515935429369023,87.9684116473707,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,37,9
Dhule,2023-09-18,10,8,42,98.5697373021709,-48.529355125526756,21.298123761117786,86.9898512079202,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,38,9
Dhule,2023-09-25,10,7,52,88.98220113425181,0.35071219994606123,21.69570371298085,86.53279220493673,1,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,39,9
Dhule,2023-10-02,2,9,11,20.231663563098273,-5.061532507485986,12.926483800285734,34.993161208287106,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,40,10
Dhule,2023-10-09,3,3,13,33.626477430072434,-2.362524647697995,11.386848266850873,39.796842050207594,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,41,10
Dhule,2023-10-16,2,3,4,3.5895870556431646,16.377474592047726,10.178642605492604,37.0772943358449,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,42,10
Dhule,2023-10-23,1,2,9,14.58363854512211,17.769508428381933,10.72186624420887,41.79716210949709,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,43,10
Dhule,2023-10-30,2,5,16,21.706006772173353,-14.535124785244957,12.306407476306223,38.572971306273686,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,44,10
Dhule,2023-11-06,3,7,10,17.8892018632047,-20.557089287774843,10.734643720531672,44.46125738487289,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,45,11
Dhule,2023-11-13,2,6,12,15.773918801123427,-5.656723572000585,6.375632323974685,40.121112279264814,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,46,11
Dhule,2023-11-20,2,4,11,13.535614389102829,-5.906623525239803,8.950558162835495,38.48951984156112,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,47,11
Dhule,2023-11-27,4,4,5,14.759487728816342,5.0593112764730295,7.683170006968945,38.49086911075407,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,48,11
Dhule,2023-12-04,1,4,5,12.835186098794608,-2.715404385055802,8.266013163976199,39.65998521925542,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,49,12
Dhule,2023-12-11,4,4,9,30.512868651744668,-12.035116342070005,8.034281335946403,46.11386743741157,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,50,12
Dhule,2023-12-18,2,5,12,22.70733710135159,-11.470590368724592,13.198056289581107,42.518118600136575,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,51,12
Dhule,2023-12-25,3,2,11,18.65918399863629,11.698144514190927,6.445666821655394,43.16208861065452,0,0.4111111111111111,0.5819833545507318,0.5952888967231009,222.9200752891164,0.33333333333333337,0.48616333222353847,52,12
Gadchiroli,2022-01-03,2,0,6,10.527710045060791,21.277288973175995,9.255658908205469,44.15111932635592,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,1,1
Gadchiroli,2022-01-10,3,2,7,20.816316829351933,7.235175433424024,6.18133835134629,38.35147543322564,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,2,1
Gadchiroli,2022-01-17,1,1,6,19.950380977456145,5.899890167793061,10.00332514719096,40.093561130188064,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,3,1
Gadchiroli,2022-01-24,1,3,9,35.92460618159778,-5.942601881614543,6.760469687829771,38.59718712260951,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,4,1
Gadchiroli,2022-01-31,0,0,11,28.091083564546288,-0.8083772381894762,7.837951537559383,44.306291129326766,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,5,1
Gadchiroli,2022-02-07,0,5,7,27.37824544904209,1.1250928472860007,12.222011160065211,39.3776664779597,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,6,2
Gadchiroli,2022-02-14,1,5,7,19.455957896054233,-21.17985770268229,13.423191095152033,37.31446948228394,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,7,2
Gadchiroli,2022-02-21,2,1,6,26.49794735596044,2.182689482182529,15.640519117881684,42.96047174403607,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,8,2
Gadchiroli,2022-02-28,1,2,3,32.35007562556163,-1.152957707467817,14.940208076013555,33.48991846810303,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,9,2
Gadchiroli,2022-03-07,1,2,4,19.392678875018667,2.596603842984733,20.827256728372344,45.8838491992849,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,10,3
Gadchiroli,2022-03-14,3,2,6,29.277871067396305,2.238836979647144,19.618855631785294,42.31337134449817,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,11,3
Gadchiroli,2022-03-21,0,5,3,13.325201318086268,21.711018512079402,18.023450660970706,42.082045285182424,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,12,3
Gadchiroli,2022-03-28,0,2,7,27.147586134883408,-10.539983686497719,19.701919103805235,36.669972240656065,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,13,3
Gadchiroli,2022-04-04,1,1,1,18.80092598042753,-3.09024111971954,24.951341617766406,43.696857591185456,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,14,4
Gadchiroli,2022-04-11,0,8,2,5.848749234582369,15.446556648983314,27.46735250687727,44.564933780003045,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,15,4
Gadchiroli,2022-04-18,0,5,5,14.508313903263598,-13.55439920345644,24.549197596818242,37.60869587394545,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,16,4
Gadchiroli,2022-04-25,0,6,3,11.401200496452704,-12.203408942515207,23.859072747277285,46.12276358878562,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,17,4
Gadchiroli,2022-05-02,3,4,1,21.888547428813308,2.5201025078191472,26.604950753348326,39.639931591750305,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,18,5
Gadchiroli,2022-05-09,1,6,4,27.376409748812407,11.302158560280532,33.6215781743688,45.213310899495525,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,19,5
Gadchiroli,2022-05-16,0,9,7,14.879750985013494,-7.186677700831247,31.817462754542838,42.593055677121015,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,20,5
Gadchiroli,2022-05-23,2,4,3,5.77443553070289,-8.379640414595448,29.683187606622237,42.18134855251694,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,21,5
Gadchiroli,2022-05-30,1,1,8,36.67635650047558,14.051944695662684,30.611636315649296,36.25839374394941,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,22,5
Gadchiroli,2022-06-06,6,4,15,100.24904428525933,67.1544495271316,32.58451265200954,81.9123122218686,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,23,6
Gadchiroli,2022-06-13,4,3,19,99.52172151512636,-5.849410924556469,32.174607919653695,83.79933671411042,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,24,6
Gadchiroli,2022-06-20,3,8,22,98.37166075749073,-22.135935156223592,32.938280728123615,78.05977198036555,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,25,6
Gadchiroli,2022-06-27,11,10,23,89.53980567897594,25.745012078754808,31.563835742121853,86.04953999774919,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,26,6
Gadchiroli,2022-07-04,4,3,19,102.9449137923915,-16.488236577789703,31.95251318301563,86.75312575945966,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,27,7
Gadchiroli,2022-07-11,12,11,22,91.82693836865336,-74.19132484781396,32.139392593502265,87.29350966980688,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,28,7
Gadchiroli,2022-07-18,4,9,25,100.04316778916633,6.293686793727705,30.28291944814461,76.17009905240067,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,29,7
Gadchiroli,2022-07-25,2,10,19,79.66220148660432,33.32600399226195,30.13423707573674,73.64483987271528,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,30,7
Gadchiroli,2022-08-01,4,5,26,123.94322129309603,-21.13468993109681,26.420510114833927,73.74775235073045,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,31,8
Gadchiroli,2022-08-08,11,4,19,82.65584951922432,-19.01414426415066,24.185614929981423,83.74263504305225,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,32,8
Gadchiroli,2022-08-15,4,9,20,94.70979158591008,-3.841498817714945,23.370344296063365,81.33783641894762,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,33,8
Gadchiroli,2022-08-22,3,4,20,95.63080416364939,-10.344185784655904,27.43223104702829,81.14765740315018,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,34,8
Gadchiroli,2022-08-29,6,6,18,95.70529410442158,-0.402012333086554,26.050588412617014,73.94673282885554,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,35,8
Gadchiroli,2022-09-05,3,7,21,98.36346252525911,-35.16212040478119,18.421072375226924,74.88530470246133,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,36,9
Gadchiroli,2022-09-12,10,5,25,113.00345499889855,18.871631495991267,21.85273699505614,76.2414079437638,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,37,9
Gadchiroli,2022-09-19,6,9,30,85.9532654146301,24.79691943547466,20.738715646811702,79.49870772204588,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,38,9
Gadchiroli,2022-09-26,9,6,24,96.20985421703921,20.404592768278718,17.822141678652343,76.12372102300255,1,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,39,9
Gadchiroli,2022-10-03,0,2,2,8.51647698924549,7.980121804149065,10.940715711272983,38.0362082966467,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,40,10
Gadchiroli,2022-10-10,1,2,5,18.166836603191243,5.790025897452641,14.14082424801901,43.0452523343085,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,41,10
Gadchiroli,2022-10-17,1,3,4,28.553812002454478,4.651783726418019,13.965652332495655,37.74753388552456,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,42,10
Gadchiroli,2022-10-24,0,1,4,0.20155412294863595,-7.461421891799979,15.56927694886134,42.699798503466745,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,43,10
Gadchiroli,2022-10-31,2,3,3,17.57137715059068,1.968423250389122,14.042652435865158,49.28439504439516,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,44,10
Gadchiroli,2022-11-07,1,0,7,47.815730952803676,-7.526941643316513,10.728012879672882,54.22700728425691,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,45,11
Gadchiroli,2022-11-14,0,3,1,22.662601384495318,10.94934322015719,5.0382583624169985,47.00342798244204,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,46,11
Gadchiroli,2022-11-21,0,2,8,29.263564466783397,7.343079971572587,6.488466069619623,44.994557325762,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,47,11
Gadchiroli,2022-11-28,5,4,7,24.554382566284733,-5.71697441301791,10.94704156226324,34.36234268450854,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,48,11
Gadchiroli,2022-12-05,1,4,6,17.614826121933014,6.331565252767467,4.91101703839111,36.91859077712174,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,49,12
Gadchiroli,2022-12-12,3,3,9,23.731025872586823,1.8403127645594353,9.343929717990578,31.91296343573714,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,50,12
Gadchiroli,2022-12-19,0,1,8,29.32325267992737,13.086414160152454,7.766788788771269,37.03278036975393,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,51,12
Gadchiroli,2022-12-26,0,2,4,28.944620506750546,-7.687979171003226,5.289980947641556,35.940087609273625,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,52,12
Gadchiroli,2023-01-02,2,2,3,30.053345134681518,7.34527714049786,7.1912934811862055,31.603724812649407,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,1,1
Gadchiroli,2023-01-09,1,0,7,22.434477343521785,-7.239475797377564,7.840752752284715,39.083622024806886,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,2,1
Gadchiroli,2023-01-16,1,5,2,25.70118474155004,-11.524974439272583,9.036011156767092,45.959022520451086,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,3,1
Gadchiroli,2023-01-23,1,3,5,5.336818735567885,9.865777348984231,6.974312677854009,35.57276332571431,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,4,1
Gadchiroli,2023-01-30,0,0,7,12.20276100864174,3.9479517831444126,7.686822976341355,34.63148625980639,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,5,1
Gadchiroli,2023-02-06,0,1,5,17.105545013325205,15.447655528005024,15.16749099464368,30.604632313630304,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,6,2
Gadchiroli,2023-02-13,2,0,4,15.239731713895413,0.3217252366354831,13.850609966784386,42.57364852817656,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,7,2
Gadchiroli,2023-02-20,2,1,5,29.498428582354762,20.115509112097975,14.387219284139857,33.75976909864223,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,8,2
Gadchiroli,2023-02-27,0,2,5,25.64551970935122,5.268826103927644,13.370171242829851,43.861025206277844,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,9,2
Gadchiroli,2023-03-06,2,2,6,25.259565323105686,-7.8331620704395455,21.587618017601468,39.92536725711786,0,0.7861111111111111,0.17348727003703207,0.8634407151595718,2440.467790374939,0.7833333333333332,0.8251232765008669,10,3
