district,date,cholera_cases,typhoid_cases,add_cases,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,state,latitude,longitude,population_2024,population_density,urban_pct,sanitation_coverage_pct,urban_sanitation_pct,rural_sanitation_pct,od_index,od_pct,water_access_pct,piped_water_pct,unprotected_water_src_pct,wash_index,children_u5_diarrhea_pct,stunting_u5_pct,anemia_women_pct,phc_coverage_pct,asha_per_1000,wash_risk_category,data_source,survey_year
Bhandara,2021-02-08,0,1,13,110.71,260.163562690442,32.1,74.4,1.0,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-02-15,0,3,10,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-02-22,0,2,18,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-03-01,0,1,11,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-03-08,0,3,13,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-03-15,0,2,12,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-03-22,0,2,16,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-03-29,0,2,9,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-04-05,0,4,21,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-04-12,1,1,26,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-04-19,0,3,28,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-04-26,0,5,26,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-05-03,0,5,25,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-05-10,1,4,13,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-05-17,0,2,28,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-05-24,0,3,22,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-05-31,0,1,28,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-06-07,0,1,66,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-06-14,0,3,39,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-06-21,0,4,57,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-06-28,2,4,43,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-07-05,0,3,58,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-07-12,1,1,44,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-07-19,0,1,39,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-07-26,0,3,50,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-08-02,0,1,37,1.43,-95.34790087031585,22.9,58.5,0.0,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-08-09,0,4,42,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-08-16,0,2,55,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-08-23,1,6,58,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-08-30,0,7,32,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-09-06,0,3,49,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-09-13,0,5,40,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-09-20,1,7,55,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-09-27,0,3,46,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-10-04,0,1,25,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-10-11,0,2,18,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-10-18,0,1,14,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-10-25,0,4,16,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-11-01,0,4,22,1.81,-94.11167872396622,24.5,60.1,0.0,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-11-08,0,3,13,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-11-15,0,2,15,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-11-22,0,1,19,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-11-29,1,3,11,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-12-06,0,2,14,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-12-13,0,2,8,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-12-20,0,1,16,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2021-12-27,0,6,12,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-01-03,0,3,9,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-01-10,0,1,9,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-01-17,0,3,10,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-01-24,0,2,9,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-01-31,0,1,16,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-02-07,0,2,12,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-02-14,0,2,12,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-02-21,0,1,13,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-02-28,0,1,20,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-03-07,0,3,12,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-03-14,0,0,11,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-03-21,0,2,9,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-03-28,0,6,17,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-04-04,0,6,20,2.35,-92.3549419896799,22.6,30.0,0.0,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-04-11,0,10,20,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-04-18,0,7,21,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-04-25,1,3,25,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-05-02,0,8,31,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-05-09,0,2,19,98.28,219.7260856401106,31.5,80.5,1.0,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-05-16,0,1,20,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-05-23,0,3,22,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-05-30,0,5,22,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-06-06,0,5,46,55.33,80.0004509408559,27.6,81.9,1.0,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-06-13,0,2,50,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-06-20,0,5,53,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-06-27,0,2,36,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-07-04,0,2,36,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-07-11,0,2,55,10.27,-66.58946988681384,27.8,62.0,0.0,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-07-18,1,4,40,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-07-25,0,3,43,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-08-01,0,1,38,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-08-08,0,4,53,87.67,185.20946202755897,30.6,77.1,1.0,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-08-15,0,5,60,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-08-22,0,1,35,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Bhandara,2022-08-29,0,4,45,,,,,,Maharashtra,21.167,79.65,1199000,0.005878136200716846,0.16455696202531644,0.45891783567134276,90.2,59.3,0.5399999999999999,29.0,0.48477157360406087,83.8,21.2,0.742,13.7,25.4,45.5,78.1,1.11,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
