district,week,week_of_year,year,month,cholera_cases,typhoid_cases,add_cases,total_wb_cases,latitude,longitude,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,flood_alert,region,sanitation_coverage_pct,od_index,water_access_pct,population_density,urban_pct,wash_index,wash_risk_category,population_2024
Ratnagiri,16-12-2019,51,2019,12,1,2,10,15,17,73.317,3.31,9.99,24.9,74.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,23-12-2019,52,2019,12,1,5,20,27,17,73.317,1.44,-50.36,23.5,64.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,30-12-2019,1,2019,12,0,1,13,15,17,73.317,4.11,35.63,24.2,59.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,06-01-2020,2,2020,1,0,3,13,16,17,73.317,3.11,-16.71,23.8,56.4,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,13-01-2020,3,2020,1,0,5,12,20,17,73.317,3.89,3.67,23.9,67.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,20-01-2020,4,2020,1,0,2,19,22,17,73.317,3.93,4.58,21.3,64.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,27-01-2020,5,2020,1,1,3,12,22,17,73.317,3.2,-14.46,23.5,66.4,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,03-02-2020,6,2020,2,1,1,20,25,17,73.317,1.74,-21.83,22.2,63.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,10-02-2020,7,2020,2,0,1,13,16,17,73.317,1.35,-38.19,23.1,62.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,17-02-2020,8,2020,2,0,1,10,13,17,73.317,1.76,-20.88,21.2,59.3,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,24-02-2020,9,2020,2,0,3,14,18,17,73.317,2.29,1.64,24.5,65,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,02-03-2020,10,2020,3,0,2,17,19,17,73.317,4.43,45.96,24.7,63.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,09-03-2020,11,2020,3,2,3,23,29,17,73.317,4.28,41.07,23.1,66.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,16-03-2020,12,2020,3,3,4,18,30,17,73.317,2.88,-3.79,21.2,63.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,23-03-2020,13,2020,3,0,2,16,21,17,73.317,4.5,48.21,23.5,62.4,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,30-03-2020,14,2020,3,0,3,14,18,17,73.317,3.24,7.6,21.3,68.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,06-04-2020,15,2020,4,4,6,35,45,17,73.317,3.38,-24.42,23.7,39.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,13-04-2020,16,2020,4,2,4,36,42,17,73.317,4.69,3.95,26.8,36.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,20-04-2020,17,2020,4,0,4,30,34,17,73.317,4.26,-5.39,25.3,34.3,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,27-04-2020,18,2020,4,2,4,34,41,17,73.317,2.5,-43.57,25.8,34.4,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,04-05-2020,19,2020,5,1,2,33,41,17,73.317,10.74,19.08,25,30.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,11-05-2020,20,2020,5,1,3,27,33,17,73.317,8.33,-7.39,25.9,36.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,18-05-2020,21,2020,5,0,3,27,30,17,73.317,7.6,-15.46,27.2,26.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,25-05-2020,22,2020,5,2,4,34,41,17,73.317,6.25,-30.32,25.9,35.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,01-06-2020,23,2020,6,5,4,64,75,17,73.317,84.96,-20.27,25.3,74.1,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,08-06-2020,24,2020,6,2,1,62,69,17,73.317,124.56,16.85,26.7,92.6,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,15-06-2020,25,2020,6,2,4,74,82,17,73.317,19.74,-81.41,25.3,87,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,22-06-2020,26,2020,6,1,2,63,66,17,73.317,38.36,-63.95,26,92.4,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,29-06-2020,27,2020,6,4,2,55,64,17,73.317,64,-39.91,27.9,84,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,06-07-2020,28,2020,7,1,4,54,60,17,73.317,248.29,16.06,25.9,94.8,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,13-07-2020,29,2020,7,1,3,48,53,17,73.317,216.13,1.04,27.4,83.1,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,20-07-2020,30,2020,7,2,7,47,57,17,73.317,139.6,-34.72,27.4,90.9,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,27-07-2020,31,2020,7,2,1,48,54,17,73.317,117.47,-45.07,28.4,88.9,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,03-08-2020,32,2020,8,1,3,54,62,17,73.317,210.02,7.2,27.4,81.3,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,10-08-2020,33,2020,8,1,4,49,57,17,73.317,279.63,42.72,28.8,86.5,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,17-08-2020,34,2020,8,0,1,53,54,17,73.317,309.63,58.02,27.2,89,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,24-08-2020,35,2020,8,3,6,58,70,17,73.317,160.99,-17.81,26.8,97.6,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,31-08-2020,36,2020,8,1,3,48,54,17,73.317,232.6,18.73,27.2,85.6,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,07-09-2020,37,2020,9,1,2,63,70,17,73.317,108.21,-27.17,26.6,82.9,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,14-09-2020,38,2020,9,5,2,57,65,17,73.317,143.62,-3.36,28.7,94.2,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,21-09-2020,39,2020,9,2,0,57,61,17,73.317,32.4,-78.15,27,77,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,28-09-2020,40,2020,9,1,6,52,61,17,73.317,176.5,18.75,26.8,98.4,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,05-10-2020,41,2020,10,2,2,19,24,17,73.317,48.52,4.26,25.3,58,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,12-10-2020,42,2020,10,0,3,17,22,17,73.317,42.49,-8.67,26.8,62.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,19-10-2020,43,2020,10,1,2,24,29,17,73.317,38.2,-17.87,25.6,66,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,26-10-2020,44,2020,10,0,4,22,29,17,73.317,34.04,-26.8,25.8,59.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,02-11-2020,45,2020,11,0,6,31,39,17,73.317,20.1,48.42,24.8,68.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,09-11-2020,46,2020,11,3,3,25,31,17,73.317,10.88,-19.34,26.2,64.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,16-11-2020,47,2020,11,0,0,25,25,17,73.317,9.66,-28.32,25.6,59.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,23-11-2020,48,2020,11,0,2,20,23,17,73.317,20.2,49.12,25.5,68.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,30-11-2020,49,2020,11,0,2,26,31,17,73.317,15.4,13.91,26.4,67.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,07-12-2020,50,2020,12,0,3,14,18,17,73.317,1.39,-51.84,23,55.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,14-12-2020,51,2020,12,0,2,19,22,17,73.317,1.61,-44.8,25.6,78.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,21-12-2020,52,2020,12,0,2,7,9,17,73.317,4.64,52.83,26.7,59.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,28-12-2020,53,2020,12,1,3,16,23,17,73.317,3.76,24.55,25.2,58.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,04-01-2021,1,2021,1,0,3,17,22,17,73.317,6.9,81.61,23.4,73.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,11-01-2021,2,2021,1,1,0,22,23,17,73.317,5.49,45.12,23.4,58.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,18-01-2021,3,2021,1,0,2,16,19,17,73.317,5.04,33.48,25.5,65.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,25-01-2021,4,2021,1,0,1,22,23,17,73.317,6,58.34,24,62.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,01-02-2021,5,2021,2,0,1,9,13,17,73.317,2.57,13.51,23.6,62.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,08-02-2021,6,2021,2,0,3,11,17,17,73.317,2.37,5.17,21.2,65.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,15-02-2021,7,2021,2,1,3,14,18,17,73.317,2.43,7.78,21.4,62.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,22-02-2021,8,2021,2,0,3,16,19,17,73.317,2.84,24.95,23.4,68.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,01-03-2021,9,2021,3,1,1,24,28,17,73.317,3.88,28.34,23,67,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,08-03-2021,10,2021,3,1,1,11,16,17,73.317,2.89,-3.52,23.3,61.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,15-03-2021,11,2021,3,0,5,21,27,17,73.317,3.22,7.13,25.1,67.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,22-03-2021,12,2021,3,1,2,15,19,17,73.317,4.4,45.12,25.4,59.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,29-03-2021,13,2021,3,0,2,20,24,17,73.317,3.75,23.95,23.9,66.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,05-04-2021,14,2021,4,1,0,24,25,17,73.317,6.07,34.04,23.2,41.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,12-04-2021,15,2021,4,1,4,40,45,17,73.317,4.74,5.23,25.2,37.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,19-04-2021,16,2021,4,2,6,29,37,17,73.317,5.55,22.67,23.6,35.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,26-04-2021,17,2021,4,1,6,33,43,17,73.317,5.53,22.36,24.9,33.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,03-05-2021,18,2021,5,3,2,29,36,17,73.317,13.29,47.07,27.8,43.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,10-05-2021,19,2021,5,1,4,29,34,17,73.317,13.56,49.97,26.6,27.3,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,17-05-2021,20,2021,5,0,7,31,39,17,73.317,11.6,28.46,26.4,24.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,24-05-2021,21,2021,5,0,1,27,30,17,73.317,17.19,89.91,25.7,30.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,31-05-2021,22,2021,5,1,1,25,30,17,73.317,7.91,-12.07,26.1,37.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,07-06-2021,23,2021,6,3,3,58,67,17,73.317,182.01,70.71,25.4,87.7,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,14-06-2021,24,2021,6,1,6,64,76,17,73.317,125.76,17.97,25.9,84.3,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,21-06-2021,25,2021,6,2,2,56,61,17,73.317,205.18,92.43,27.5,88.5,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,28-06-2021,26,2021,6,2,4,47,55,17,73.317,147.93,38.76,27.6,84.5,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,05-07-2021,27,2021,7,0,3,53,57,17,73.317,195.66,-8.53,26.5,92.7,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,12-07-2021,28,2021,7,5,6,50,63,17,73.317,431.97,101.89,26.6,82.4,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,19-07-2021,29,2021,7,3,6,53,68,17,73.317,285.79,33.58,26.7,94.1,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,26-07-2021,30,2021,7,0,4,59,67,17,73.317,273.51,27.85,27.5,86,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,02-08-2021,31,2021,8,2,1,55,60,17,73.317,257.56,31.46,25.5,86.5,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,09-08-2021,32,2021,8,4,0,62,68,17,73.317,192.54,-1.71,27.3,86.8,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,16-08-2021,33,2021,8,4,1,55,64,17,73.317,157.39,-19.65,27.5,89.9,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,23-08-2021,34,2021,8,3,3,49,59,17,73.317,308.8,57.6,26.7,85.4,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,30-08-2021,35,2021,8,1,4,67,75,17,73.317,188.58,-3.74,27.5,90,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,06-09-2021,36,2021,9,5,0,62,71,17,73.317,157.88,6.23,26.7,89.6,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,13-09-2021,37,2021,9,2,5,42,51,17,73.317,182.85,23.02,26.9,95.1,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,20-09-2021,38,2021,9,5,5,46,62,17,73.317,118.19,-20.46,26.5,95.5,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,27-09-2021,39,2021,9,1,2,70,74,17,73.317,198.32,33.43,25.9,89.5,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,04-10-2021,40,2021,10,0,2,22,29,17,73.317,62.83,34.93,27.6,69.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,11-10-2021,41,2021,10,1,1,17,19,17,73.317,46.71,0.37,26.6,67.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,18-10-2021,42,2021,10,3,2,14,20,17,73.317,44.92,-3.46,26.5,56.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,25-10-2021,43,2021,10,0,0,19,21,17,73.317,60.34,29.59,26.7,62.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,01-11-2021,44,2021,11,2,2,21,27,17,73.317,20.83,53.78,27.1,60.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,08-11-2021,45,2021,11,1,3,29,35,17,73.317,21.94,61.91,25.9,61.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,15-11-2021,46,2021,11,0,1,18,21,17,73.317,22.76,67.95,25.9,59.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,22-11-2021,47,2021,11,1,3,22,28,17,73.317,13.59,0.59,26,67.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,29-11-2021,48,2021,11,1,1,22,26,17,73.317,21.69,60.08,26.3,59,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,06-12-2021,49,2021,12,1,3,20,29,17,73.317,3.12,3.9,27.7,74.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,13-12-2021,50,2021,12,0,1,14,17,17,73.317,3.99,31.81,25.9,67.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,20-12-2021,51,2021,12,0,1,15,19,17,73.317,5.15,69.08,25.8,66,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,27-12-2021,52,2021,12,1,2,30,34,17,73.317,5.13,68.67,25.5,63.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,03-01-2022,1,2022,1,1,2,11,14,17,73.317,5.07,34.26,24.9,62.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,10-01-2022,2,2022,1,0,3,20,25,17,73.317,5.74,51.51,24.8,64.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,17-01-2022,3,2022,1,1,3,23,27,17,73.317,4.61,22.2,25.5,65.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,24-01-2022,4,2022,1,1,3,13,21,17,73.317,3.68,-1.79,23,53.8,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,31-01-2022,5,2022,1,1,0,14,17,17,73.317,3.24,-13.19,23.4,74.3,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,07-02-2022,6,2022,2,3,1,12,17,17,73.317,1.17,-46.07,22.7,57.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,14-02-2022,7,2022,2,1,0,15,17,17,73.317,2.04,-9.06,26.1,55.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,21-02-2022,8,2022,2,0,1,21,23,17,73.317,2.21,-1.57,21,66.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,28-02-2022,9,2022,2,1,2,14,20,17,73.317,3.21,40.55,21,69.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,07-03-2022,10,2022,3,0,7,14,23,17,73.317,4.66,53.39,25.2,66.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,14-03-2022,11,2022,3,1,2,13,17,17,73.317,1.8,-38.85,26.1,63.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,21-03-2022,12,2022,3,0,3,14,19,17,73.317,2.69,-10.17,25,64,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,28-03-2022,13,2022,3,2,0,15,18,17,73.317,2.4,-19.36,23.6,64.3,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,04-04-2022,14,2022,4,0,3,25,30,17,73.317,7.02,54.72,25.3,40.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,11-04-2022,15,2022,4,2,4,29,36,17,73.317,4.11,-8.48,23.9,40.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,18-04-2022,16,2022,4,0,2,32,35,17,73.317,4.46,-1.03,24.9,40.2,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,25-04-2022,17,2022,4,1,4,29,35,17,73.317,3.5,-21.72,25.4,34.3,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,02-05-2022,18,2022,5,0,4,21,28,17,73.317,10.93,21.09,26.7,45.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,09-05-2022,19,2022,5,2,3,26,32,17,73.317,4.18,-52.96,25.2,35.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,16-05-2022,20,2022,5,0,3,33,40,17,73.317,9.19,2.03,25.2,25.7,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,23-05-2022,21,2022,5,1,4,30,36,17,73.317,7.73,-14.03,26.2,39.4,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,30-05-2022,22,2022,5,0,4,22,28,17,73.317,9.38,4.1,26.3,35,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,06-06-2022,23,2022,6,1,5,53,59,17,73.317,129.71,21.68,25,90.7,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,13-06-2022,24,2022,6,3,1,62,68,17,73.317,93.99,-11.8,25.9,87.6,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,20-06-2022,25,2022,6,1,5,61,68,17,73.317,108.09,1.42,25.7,93.5,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,27-06-2022,26,2022,6,4,2,60,70,17,73.317,124.89,17.16,25.8,85.7,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,04-07-2022,27,2022,7,1,1,49,52,17,73.317,233.14,8.98,26.4,83.7,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,11-07-2022,28,2022,7,3,2,66,71,17,73.317,235.87,10.26,26.8,87.3,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,18-07-2022,29,2022,7,5,7,55,67,17,73.317,333.68,55.96,26.8,83.4,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,25-07-2022,30,2022,7,2,6,79,88,17,73.317,264.5,23.64,25.4,94.6,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,01-08-2022,31,2022,8,2,4,60,69,17,73.317,196.09,0.09,26.1,86.4,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,08-08-2022,32,2022,8,3,7,63,73,17,73.317,237.97,21.47,24.4,87.4,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,15-08-2022,33,2022,8,1,1,56,62,17,73.317,240.71,22.86,28.5,80.8,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,22-08-2022,34,2022,8,1,4,64,74,17,73.317,74.92,-61.72,26.7,90,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,29-08-2022,35,2022,8,1,5,50,56,17,73.317,168.13,-14.17,27,89.2,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,05-09-2022,36,2022,9,1,3,53,59,17,73.317,200.66,35,27.9,82.7,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,12-09-2022,37,2022,9,2,4,62,71,17,73.317,124.15,-16.45,25.1,94.4,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,19-09-2022,38,2022,9,4,2,60,69,17,73.317,120.64,-18.81,26.5,85.2,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,26-09-2022,39,2022,9,1,2,63,67,17,73.317,213.18,43.42,25.7,95.6,1,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,03-10-2022,40,2022,10,3,2,19,27,17,73.317,26.31,-43.36,24.4,61.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,10-10-2022,41,2022,10,0,3,28,34,17,73.317,83.6,79.47,24.2,67,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,17-10-2022,42,2022,10,1,1,28,31,17,73.317,49.37,6.09,26.5,73.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,24-10-2022,43,2022,10,1,5,26,32,17,73.317,40.72,-12.48,27,65.1,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,31-10-2022,44,2022,10,1,3,27,32,17,73.317,41.72,-10.33,25.7,66.6,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,07-11-2022,45,2022,11,1,5,27,33,17,73.317,12.85,-4.82,25.4,60,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,14-11-2022,46,2022,11,0,0,17,17,17,73.317,11.57,-14.26,26.4,62.3,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,21-11-2022,47,2022,11,2,6,20,30,17,73.317,17.02,25.77,26.8,67.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,28-11-2022,48,2022,11,1,3,33,40,17,73.317,20.08,48.27,27,69.4,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,05-12-2022,49,2022,12,0,3,16,20,17,73.317,2.97,-1.16,22.5,58.5,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
Ratnagiri,12-12-2022,50,2022,12,0,2,16,18,17,73.317,3.05,1.54,25.5,69.9,0,0,coastal,75.6,0.24,82.1,168,40,0.7828,Low,1620000
